N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
489,None,22,37,20,False,0.13163853219685281
155,None,134,13,10,False,0.14150098831770597
373,log2,105,7,18,True,0.12970955546433735
34,log2,60,11,13,True,0.13391183615334068
731,sqrt,125,24,6,False,0.1334393018993486
514,sqrt,2,37,3,True,0.14995705762548095
391,None,275,41,5,False,0.12836572771280688
563,sqrt,70,21,4,True,0.1370309131022945
720,sqrt,106,43,7,True,0.14617338779919584
260,sqrt,284,36,5,True,0.14438450280440804
627,log2,9,10,14,True,0.13093341659676966
44,log2,217,47,15,False,0.1448584058004971
750,None,224,12,4,True,0.127196789811494
254,None,137,44,18,True,0.1322667037527382
648,sqrt,115,34,14,False,0.13735813134831518
749,None,40,50,17,True,0.13622214300093125
323,None,244,24,7,False,0.13944748758629832
293,log2,203,37,14,False,0.13785705502138848
66,None,17,49,16,False,0.13002720996758285
269,sqrt,155,24,11,False,0.13379086237077967
587,sqrt,101,28,20,False,0.13468372504761375
51,None,14,33,2,True,0.12925092613203104
342,log2,144,14,16,False,0.1299518115340428
627,sqrt,203,35,11,True,0.14323558312025247
625,sqrt,3,48,19,True,0.1483613320219643
491,log2,299,35,13,False,0.13782507731848828
198,sqrt,160,42,11,True,0.14630250250452656
40,None,136,1,5,True,0.12226428626978703
339,log2,155,20,6,False,0.13238565540029548
675,None,156,8,13,False,0.14541681403300322
635,sqrt,210,29,13,False,0.13549807174260053
303,sqrt,96,33,14,True,0.14303296957705133
275,None,109,46,17,False,0.13002720996758296
695,sqrt,247,45,5,False,0.14062603819890482
61,log2,283,3,9,False,0.12646440723250738
13,None,190,19,15,False,0.14201249750676156
798,None,268,7,15,False,0.14504302869020855
237,sqrt,240,2,5,False,0.12490814871021956
316,None,26,2,3,False,0.1547680991292761
479,None,204,22,14,False,0.13896852573520113
406,log2,161,5,13,False,0.1269449469935531
466,log2,114,9,12,True,0.13044876562992888
314,None,166,49,18,False,0.130027209967583
236,None,90,45,12,True,0.13323764923517145
455,log2,58,28,3,True,0.1405826309055693
452,None,122,1,10,True,0.12482351228232437
355,log2,204,9,11,True,0.13076160083116814
427,log2,3,47,10,False,0.14242474100000285
512,log2,93,27,12,True,0.1402154459203547
574,None,18,20,4,True,0.12823539934890618
216,sqrt,44,22,14,False,0.13337922717401432
251,None,161,40,11,True,0.13044641901076567
174,log2,186,33,9,False,0.1377547907298703
449,sqrt,33,1,10,False,0.12544920900434822
404,sqrt,229,44,19,True,0.14657634478432296
46,None,72,17,12,True,0.1277208173448361
413,sqrt,116,2,19,True,0.1295172762105342
470,sqrt,248,7,17,True,0.12966666339603547
703,None,99,13,16,False,0.1415009883177057
24,log2,231,15,7,False,0.1336501668322435
128,None,172,24,19,True,0.12910820113791513
