N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
8,distance,ball_tree,90,1.0,l1,133.28129580263848
2,distance,ball_tree,80,3.5,l2,149.6670218364353
7,distance,brute,90,1.0,l1,132.9690668856458
3,distance,ball_tree,10,1.0,euclidean,138.8403116915208
5,uniform,kd_tree,80,2.5,l1,138.9180911243939
2,distance,ball_tree,90,1.5,l1,149.89061068659547
2,uniform,ball_tree,70,4.0,l2,150.55588192162517
9,distance,kd_tree,60,4.5,euclidean,133.76276752237402
5,distance,kd_tree,20,3.0,euclidean,132.85351627973535
4,distance,ball_tree,50,1.5,cityblock,142.86539671580803
6,uniform,kd_tree,90,3.5,l1,136.21434840867607
9,uniform,brute,40,1.0,cityblock,134.53810926756225
8,uniform,ball_tree,10,1.5,manhattan,134.39159624713582
4,distance,brute,80,2.5,cityblock,142.86539671580803
10,distance,kd_tree,10,1.5,euclidean,133.99591695032723
7,distance,ball_tree,100,3.5,l1,132.9690668856458
8,uniform,brute,90,1.5,l1,134.39159624713582
10,uniform,brute,10,2.5,cityblock,135.49011142573536
2,distance,kd_tree,30,1.0,euclidean,149.6670218364353
9,uniform,brute,40,3.0,l2,135.1506163355123
5,distance,brute,100,2.0,euclidean,132.85351627973535
8,uniform,kd_tree,50,4.0,manhattan,134.39159624713582
7,uniform,ball_tree,90,1.5,l1,133.9523870243108
9,uniform,kd_tree,10,4.5,l2,135.1506163355123
5,uniform,kd_tree,40,4.5,euclidean,133.54570775343862
9,distance,brute,40,1.5,cityblock,133.28207253294258
4,uniform,kd_tree,70,3.0,cityblock,143.86471826781144
5,distance,brute,70,1.5,euclidean,132.85351627973535
10,distance,brute,100,2.0,euclidean,133.99591695032726
10,uniform,kd_tree,80,2.0,l1,135.49011142573536
1,distance,brute,60,2.0,manhattan,171.2000286754169
7,distance,ball_tree,20,4.5,cityblock,132.9690668856458
4,uniform,ball_tree,30,4.0,l2,136.42255036803417
1,uniform,ball_tree,90,4.0,l1,171.2000286754169
4,distance,kd_tree,80,1.0,l2,135.88655610475877
2,distance,kd_tree,50,3.5,l2,149.6670218364353
9,uniform,ball_tree,60,4.0,l1,134.53810926756225
2,distance,ball_tree,10,1.5,l2,149.6670218364353
10,distance,kd_tree,60,1.5,l2,133.99591695032723
9,uniform,ball_tree,10,3.0,manhattan,134.53810926756225
6,uniform,brute,30,3.0,l2,131.7997101410884
6,distance,ball_tree,70,1.0,l1,135.27984289835751
9,uniform,kd_tree,80,2.5,manhattan,134.53810926756225
8,distance,brute,10,4.5,l1,133.28129580263848
5,uniform,brute,20,1.0,euclidean,133.54570775343862
5,distance,kd_tree,40,4.0,l2,132.85351627973535
2,uniform,ball_tree,40,2.5,euclidean,150.55588192162517
2,distance,ball_tree,50,3.5,l1,149.89061068659547
8,distance,kd_tree,60,1.5,cityblock,133.28129580263848
8,uniform,ball_tree,10,4.0,l1,134.39159624713582
5,distance,ball_tree,60,3.5,manhattan,138.22566923158735
4,distance,brute,40,1.5,manhattan,142.86539671580803
2,uniform,kd_tree,60,2.5,manhattan,150.51212989896922
6,uniform,kd_tree,90,2.5,manhattan,136.21434840867607
2,uniform,kd_tree,50,3.5,l1,150.51212989896922
8,distance,ball_tree,50,1.5,manhattan,133.28129580263848
8,distance,kd_tree,70,3.0,euclidean,133.63609158950692
6,uniform,brute,20,4.0,euclidean,131.7997101410884
6,uniform,brute,20,2.0,manhattan,136.21434840867607
8,distance,kd_tree,80,3.5,l2,133.63609158950692
3,uniform,kd_tree,10,1.5,euclidean,139.55768297183772
2,distance,brute,70,4.0,l2,149.6670218364353
10,uniform,kd_tree,100,2.5,euclidean,135.41081195676983
7,distance,brute,30,3.5,euclidean,131.65322568987338
10,distance,brute,30,4.5,manhattan,133.9781713436572
7,uniform,brute,10,4.0,cityblock,133.9523870243108
8,distance,ball_tree,100,4.0,l2,133.63609158950692
10,uniform,brute,10,2.5,manhattan,135.49011142573536
2,uniform,brute,30,3.0,manhattan,150.51212989896922
1,distance,kd_tree,60,4.5,manhattan,171.2000286754169
2,distance,brute,80,2.5,euclidean,149.6670218364353
10,uniform,kd_tree,30,3.0,l1,135.49011142573536
7,distance,ball_tree,10,3.5,euclidean,131.6532256898734
4,uniform,kd_tree,100,1.0,l1,143.86471826781144
10,distance,ball_tree,70,4.5,l1,133.9781713436572
5,uniform,ball_tree,70,2.5,euclidean,133.54570775343862
10,uniform,kd_tree,10,4.5,l2,135.41081195676983
8,distance,ball_tree,80,3.0,cityblock,133.28129580263848
1,uniform,ball_tree,30,2.5,cityblock,171.2000286754169
8,distance,kd_tree,60,3.0,manhattan,133.28129580263848
4,uniform,brute,60,1.5,manhattan,143.86471826781144
6,uniform,ball_tree,30,3.5,l1,136.21434840867607
9,uniform,ball_tree,20,3.0,l1,134.53810926756225
9,uniform,ball_tree,60,3.0,manhattan,134.53810926756225
8,distance,ball_tree,60,3.0,l2,133.63609158950692
4,uniform,brute,100,2.0,l2,136.42255036803417
2,uniform,ball_tree,40,2.5,manhattan,150.51212989896922
4,distance,brute,50,1.0,cityblock,142.86539671580803
4,uniform,kd_tree,70,2.0,l1,143.86471826781144
3,uniform,ball_tree,90,3.0,l2,139.55768297183772
8,uniform,brute,60,2.5,manhattan,134.39159624713582
