N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
283,log2,231,14,19,False,0.4939252893474183
454,None,174,22,3,True,0.5147436200768387
521,log2,214,18,2,False,0.5036985573111237
623,None,201,4,11,True,0.4513379544145532
136,None,271,7,15,True,0.4675830706397516
713,sqrt,65,17,15,False,0.5021617141558405
535,log2,261,41,6,False,0.5449488408670515
413,log2,164,50,4,False,0.5551896890611004
767,log2,63,16,10,True,0.5203503496202686
215,None,245,24,14,True,0.5178756445599012
284,sqrt,296,41,11,False,0.5441332166820056
34,None,40,20,10,True,0.5098344474183766
462,log2,48,27,20,True,0.5453051910989991
155,None,164,50,10,False,0.5720194333207334
579,log2,255,3,19,True,0.4849641260246195
455,sqrt,78,23,18,True,0.5385471065173065
17,None,0,11,20,False,0.5376900551857768
112,log2,112,14,15,True,0.5178723655115661
593,None,111,45,13,True,0.5490351186467229
550,None,33,8,18,False,0.5521114281890488
445,sqrt,102,34,10,True,0.5568873024066718
694,None,150,41,16,True,0.5438839325283698
84,log2,159,38,4,False,0.5415527027066922
419,sqrt,259,48,2,True,0.572135437959005
797,None,44,14,7,True,0.4951246125121188
183,sqrt,150,43,6,False,0.5477609612298474
734,None,14,17,16,True,0.5039689568002479
727,None,255,40,9,True,0.5428035684920547
547,sqrt,31,10,2,False,0.47859084244127437
25,log2,269,47,10,False,0.5582663260987923
632,sqrt,94,1,10,False,0.4176930935537565
367,None,250,39,8,False,0.5637792295940438
356,None,148,14,7,False,0.5318475607518465
384,None,127,14,15,False,0.5318475607518458
757,log2,86,42,10,False,0.5457905447153728
407,None,272,35,11,False,0.5619159019101936
448,None,78,25,15,False,0.5340531796402104
322,log2,180,49,18,False,0.5538476738722689
739,sqrt,101,17,20,False,0.5022904412614859
778,log2,58,27,6,True,0.5452147218257289
573,sqrt,264,14,10,True,0.5143007709421794
713,sqrt,276,45,12,True,0.5689600286822087
44,log2,130,47,17,False,0.5528602414540575
415,None,298,22,6,False,0.5288745960515212
593,sqrt,171,43,2,False,0.5473404657748385
431,None,63,47,13,True,0.5518217390776514
230,log2,201,32,15,False,0.5337346132065381
222,sqrt,6,9,14,True,0.5296287513928739
37,None,92,20,15,False,0.534170517585016
244,log2,23,27,5,False,0.5228483397426933
329,sqrt,126,31,3,False,0.5311674360455578
225,log2,270,21,19,True,0.5344370280344443
505,None,27,15,6,False,0.5292112276560512
562,sqrt,11,45,11,True,0.568786408169216
589,log2,131,40,4,False,0.5432946047749359
638,sqrt,189,25,3,True,0.5419201946284189
393,log2,94,12,19,True,0.5088039219513948
175,sqrt,162,39,17,False,0.5431297896580336
400,sqrt,34,21,8,True,0.5338350044941576
294,log2,74,40,3,True,0.5654748236583199
273,None,45,22,3,True,0.5144256149560543
529,sqrt,191,26,19,True,0.543705373194743
235,sqrt,50,8,6,False,0.4677269723096604
494,log2,265,48,17,False,0.5534041617182556
199,log2,233,42,14,True,0.5675588039684969
687,sqrt,150,27,16,True,0.5451619833428549
294,None,109,18,16,True,0.5046166753679209
458,None,140,41,8,True,0.543607590778448
553,sqrt,85,39,19,False,0.5412348418510209
157,None,23,3,4,False,0.5167216942011678
419,None,35,14,10,True,0.49414910169762527
493,None,188,44,14,True,0.5474225223212474
234,log2,136,12,16,True,0.5081791314952866
334,sqrt,9,37,13,False,0.5388728328479799
409,log2,157,32,19,False,0.5327934299030297
364,None,59,18,8,True,0.5049876123765922
217,log2,283,11,3,False,0.4848992599274279
166,sqrt,34,29,15,False,0.526511158912796
294,log2,75,17,2,True,0.5236532653202579
275,log2,125,33,7,True,0.5554215152859951
785,None,110,20,2,False,0.5341705175850133
205,sqrt,247,28,17,True,0.5487751210386929
497,sqrt,210,28,16,True,0.5485352057239778
771,log2,69,2,14,True,0.4703389911149928
216,None,241,39,17,False,0.5637792295940476
798,None,122,27,8,True,0.5251055757090732
440,log2,247,22,19,True,0.5359240249631079
388,None,128,5,7,True,0.4514792540937015
12,sqrt,256,32,20,False,0.5351178550897019
368,None,166,25,5,True,0.5200857393124092
464,None,220,8,15,True,0.47228327117839464
592,None,143,16,16,False,0.5321800122120597
454,log2,74,45,14,False,0.5497666407922346
620,sqrt,108,21,3,True,0.5341648893235633
213,log2,173,27,8,False,0.5223625919594185
365,None,182,29,2,False,0.5521342081282687
697,None,168,16,3,True,0.5012358243268726
512,None,267,44,7,False,0.5668610531544427
87,sqrt,140,3,7,False,0.4179704412133741
164,sqrt,3,36,10,False,0.6052823553564796
670,None,290,20,15,False,0.5341705175850107
245,sqrt,213,49,8,False,0.5522476322584484
504,None,91,2,11,False,0.5469864394669947
215,sqrt,87,48,18,False,0.5511265254910065
417,sqrt,115,48,20,True,0.5720939822072881
104,None,166,37,8,False,0.560818272194938
787,None,57,18,2,True,0.5063457861348848
621,None,36,38,8,False,0.5608182721949366
754,sqrt,105,16,19,False,0.4993531804706326
570,log2,25,6,12,True,0.47673734723979583
50,sqrt,110,29,15,False,0.526206962452908
113,sqrt,295,2,18,True,0.4839027147821442
394,None,226,24,12,False,0.5363558861152691
363,sqrt,63,2,9,False,0.41925537299511123
667,None,162,31,18,False,0.5494364957450242
125,None,78,50,12,True,0.5560929991296086
64,sqrt,77,40,13,True,0.5674743434536228
49,log2,242,11,11,False,0.49106528195914245
466,None,242,47,8,True,0.551582364880546
480,sqrt,236,36,18,False,0.5379238197656642
520,None,240,25,4,False,0.5340531796402105
594,sqrt,255,40,10,False,0.5432879955001632
300,sqrt,171,6,10,True,0.4759210275988159
799,None,286,41,2,True,0.5439557983826792
74,None,45,31,9,True,0.5303509569314679
336,log2,139,22,18,False,0.5144444672068713
298,sqrt,63,23,5,True,0.5382857563062664
625,None,217,13,17,True,0.4919663159815071
161,log2,298,45,8,True,0.5710418562771054
217,log2,238,17,6,False,0.5008461860919085
389,None,189,14,12,True,0.4942867369591914
