N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
196,log2,247,7,10,False,0.4735638496102818
155,log2,164,48,20,False,0.9399507418534832
411,log2,72,44,10,False,0.8981794267980199
258,log2,144,22,5,False,0.7017878522593596
367,sqrt,116,14,11,True,0.6827655235080421
449,sqrt,234,37,17,True,0.9690655236332462
201,None,204,15,4,True,0.2934761939485611
229,sqrt,30,21,16,True,0.8049387013927518
179,None,62,9,10,True,0.2178335564843711
739,None,151,41,6,True,0.6214206308218806
789,sqrt,133,17,6,True,0.7203375818063477
167,sqrt,13,5,11,False,0.43864322709316356
763,log2,270,47,4,False,0.9019113586264283
542,None,141,10,3,True,0.22854705521864846
320,sqrt,287,9,6,True,0.5873271354871217
232,None,107,34,8,True,0.5493972492399465
463,None,297,39,20,False,0.49039538651283204
582,sqrt,22,12,7,True,0.639236473103176
468,None,126,23,4,True,0.37846994775866843
667,log2,276,31,12,True,0.89865791122755
466,sqrt,181,3,8,False,0.39667619586872044
291,None,42,50,6,False,0.645495399115929
281,log2,141,20,18,True,0.777138400697804
515,None,168,22,20,False,0.37782903163696724
421,log2,220,7,11,True,0.548027562618216
397,log2,265,46,19,True,1.0408325525604625
278,log2,80,12,18,True,0.645912446156579
186,sqrt,111,3,2,True,0.41993424515344585
378,None,27,39,15,True,0.6110500974303288
449,sqrt,105,39,12,False,0.8542927129814729
198,None,243,43,5,False,0.48978438722437573
566,sqrt,61,27,10,False,0.7308245371539833
500,sqrt,174,44,5,True,1.0308385084221672
435,log2,21,2,12,True,0.4693375967629522
186,sqrt,40,9,2,True,0.6005867268535495
251,None,138,26,5,False,0.39676075654398146
77,sqrt,52,48,14,True,1.0809389360229538
311,sqrt,28,29,16,False,0.7807925852364651
369,sqrt,270,8,15,False,0.5041790174808477
120,None,110,3,15,False,0.26787968873231943
769,log2,93,17,15,True,0.7222240754202439
678,log2,81,20,8,False,0.6675989106209222
167,sqrt,275,41,2,True,1.0112129344410876
590,log2,145,17,15,True,0.7259384819948836
538,log2,9,39,14,False,0.8448551255851671
652,log2,11,17,6,True,0.7203548450917155
690,None,119,30,13,False,0.47215481312720115
532,log2,280,17,2,True,0.7230958316092334
456,None,76,5,2,True,0.160312044186439
184,sqrt,45,35,10,True,0.9623199323919668
472,log2,86,36,9,False,0.8402671587101133
476,log2,295,2,11,True,0.46506776157522944
261,log2,89,23,6,True,0.8148450058260206
211,None,266,36,13,True,0.5806746076843019
307,sqrt,298,33,17,False,0.8063179440775649
449,None,170,18,11,True,0.3367212061703158
140,None,24,13,14,False,0.3258641619141314
8,None,76,26,13,False,0.39676075654398124
266,sqrt,19,9,3,True,0.5903789174061395
133,log2,299,20,15,False,0.682762104763008
239,sqrt,191,16,18,False,0.6244224284729277
246,None,265,35,15,False,0.4897164341930181
100,None,148,21,19,True,0.37579747776379424
531,None,63,9,8,True,0.21491916020848192
378,log2,22,50,18,False,0.9389194095679102
397,sqrt,293,41,9,True,1.0047411988527395
500,log2,53,34,3,False,0.818544356229807
78,sqrt,78,38,15,False,0.8861805373110693
226,log2,35,33,2,True,0.9312244527830981
337,log2,203,10,9,False,0.5292491519582168
140,sqrt,165,22,14,False,0.7082240706876118
794,None,100,3,2,False,0.22275846860486392
778,sqrt,267,5,20,False,0.49668922042094704
601,None,110,43,15,True,0.6296581803126846
741,sqrt,296,2,9,False,0.3945699328471082
665,sqrt,73,12,16,True,0.6371947455315687
542,sqrt,17,33,16,False,0.8034448029273498
75,sqrt,87,28,12,False,0.7549665689311776
402,log2,112,20,6,True,0.7806293049103036
591,None,250,35,17,True,0.5582386479012387
19,sqrt,290,7,9,True,0.6624537987238363
223,log2,168,1,11,True,0.4551027442388927
222,None,186,13,17,False,0.32586416191413153
77,sqrt,239,42,18,False,0.9137318510067138
734,log2,166,5,3,True,0.47981622553476483
102,log2,44,33,12,False,0.8257279175146682
65,sqrt,20,5,18,True,0.5832321483335706
359,log2,96,33,13,False,0.8070343835725825
219,None,239,29,11,False,0.45395413723069744
482,log2,147,25,9,True,0.843710996091251
