N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
364,None,220,38,3,True,0.6024637381672528
91,log2,111,31,4,False,0.8012155549191325
615,sqrt,3,47,4,True,1.1308815092279343
311,log2,37,20,18,False,0.6694669986620748
540,log2,115,6,16,False,0.4800580707167281
588,sqrt,175,29,11,False,0.7610586607153224
17,None,110,13,4,True,0.26871335255997425
762,None,271,35,18,True,0.5594960511191804
65,None,97,17,17,False,0.3414955412264893
223,sqrt,297,29,10,True,0.8879748506442618
782,None,45,4,9,True,0.15226983987909215
349,None,275,42,14,True,0.6313971496489739
56,None,119,37,11,False,0.4896874847731704
586,sqrt,280,11,15,True,0.6183976854566854
193,None,81,22,13,True,0.38134520805494504
312,sqrt,61,2,18,False,0.4761723428856235
224,None,234,45,8,False,0.5800653257086923
676,sqrt,64,24,3,True,0.8144580885624447
373,log2,168,1,7,True,0.41613605803780973
322,log2,288,31,6,False,0.7913196749552159
789,sqrt,36,45,20,False,0.8873440204928404
149,log2,268,45,10,False,0.9220131789379987
182,log2,84,44,19,False,0.9144982123548208
124,log2,37,1,5,False,0.367485142559595
584,log2,293,31,9,True,0.9022882134580869
605,sqrt,137,31,19,False,0.7801647874611352
712,log2,6,15,11,False,0.6725215445678122
17,None,237,42,13,True,0.6253991618807616
613,None,177,44,15,False,0.5342992346340097
590,None,145,8,20,False,0.30186127813355385
599,log2,51,19,10,True,0.7543813337572493
704,sqrt,43,49,10,False,0.9167014249720887
455,sqrt,222,41,14,True,1.0101361048843853
514,log2,271,19,13,False,0.6559287658637443
407,log2,67,3,5,False,0.3804520379280163
490,sqrt,2,9,14,True,1.3317736543321272
106,None,163,10,18,True,0.23237901629279223
221,sqrt,67,45,18,False,0.9163672733736471
748,log2,227,31,4,False,0.7756276781310909
637,log2,34,11,16,False,0.5511378320847162
263,None,277,9,5,False,0.2880483424243781
775,None,153,24,14,True,0.38255118342540134
557,sqrt,150,6,7,False,0.4510480226815387
167,log2,141,5,10,False,0.4362430048893284
55,None,32,43,7,False,0.4897843872243765
548,None,267,47,19,False,0.6170438898058266
663,None,261,33,10,True,0.5268894188733543
255,sqrt,267,13,15,False,0.5793178944931976
11,None,164,43,7,False,0.48978438722437634
583,sqrt,27,32,10,False,0.7892434549304985
720,None,178,49,5,True,0.6369931213472316
658,log2,180,35,6,True,0.9436825007731783
694,None,285,40,17,False,0.49039538651282993
414,sqrt,7,12,9,True,0.6697502844063803
560,sqrt,135,24,19,False,0.7082255742194978
364,log2,51,42,4,True,1.0073331719389296
309,log2,195,24,14,False,0.7186373924405016
249,None,103,50,5,True,0.6419669700142182
412,log2,160,6,16,False,0.4882604434225363
464,sqrt,78,47,19,False,0.9150858175056372
558,None,252,32,17,False,0.48971643419301447
209,sqrt,129,16,8,False,0.6183402742656897
258,sqrt,61,27,12,False,0.7517299273462896
256,sqrt,248,5,10,True,0.49013245325310545
533,log2,47,50,7,False,0.9275600393566226
719,log2,71,50,15,True,1.0671811350868152
329,sqrt,30,15,4,True,0.6969961104677064
289,None,94,1,13,False,0.2572793918553446
693,None,95,30,4,False,0.4721548131272009
74,sqrt,112,27,14,True,0.8683869276289901
748,sqrt,60,28,19,False,0.7398127016146135
420,None,94,19,15,False,0.35549855266826214
166,None,300,19,15,False,0.35549855266826524
303,sqrt,194,3,14,True,0.5045067235709976
140,sqrt,43,16,17,True,0.716457481986192
597,log2,283,21,4,False,0.6713080891308448
138,log2,156,21,20,True,0.8121252388106311
356,log2,288,23,16,False,0.7032181237219423
608,sqrt,71,1,16,True,0.4980289001480755
28,sqrt,167,48,3,True,1.1346750381771493
101,None,294,41,2,False,0.4901620014938637
363,None,62,38,4,True,0.6033008727475071
238,log2,101,25,2,False,0.7345760038374708
439,sqrt,184,43,19,True,1.0273366329614928
39,sqrt,293,41,12,False,0.9368537511683597
55,sqrt,88,4,10,True,0.5087101654994783
86,log2,214,44,13,True,1.0393284481295992
476,sqrt,249,1,15,False,0.43640888369679237
278,sqrt,190,46,11,False,0.9044549162510913
57,log2,140,46,12,True,1.102782706486831
102,log2,151,39,6,False,0.8757574799238518
114,log2,174,28,17,False,0.7589447439060567
433,log2,273,21,20,False,0.6834330655596624
480,log2,156,15,17,False,0.6068600136799112
461,None,52,28,20,True,0.42231466699801873
400,None,192,23,6,False,0.39045282699182876
178,sqrt,184,18,14,False,0.6611432165068694
256,None,23,32,12,True,0.5133957437481738
292,None,58,48,3,False,0.645495399115929
607,sqrt,113,35,16,False,0.8133162616502437
692,None,105,37,3,True,0.5877037665857693
396,log2,195,22,13,False,0.6929469337529963
261,sqrt,243,31,7,True,0.9141532764485065
617,log2,270,24,10,False,0.7081926839234339
594,sqrt,280,44,17,True,1.022359886842801
352,sqrt,41,16,18,False,0.619817332276254
579,log2,267,4,20,True,0.5564507019919481
504,sqrt,158,5,17,True,0.5433295903231063
318,log2,259,17,14,True,0.7341991261606973
664,sqrt,32,47,14,True,1.0475009367836041
334,log2,4,27,18,False,0.9302799647516831
703,log2,175,36,20,False,0.816134291769229
585,sqrt,88,6,19,True,0.5696374636190242
300,None,249,50,2,True,0.6408338898661183
508,log2,103,39,4,True,0.9862522055537734
661,log2,259,48,17,False,0.9143002187396707
78,sqrt,125,34,4,True,0.9596416932771619
136,None,282,18,8,False,0.35706829607129026
627,sqrt,270,1,9,False,0.38768057349921087
233,sqrt,31,32,6,False,0.7969548147430779
109,log2,9,1,18,True,0.5464302732235614
347,sqrt,85,46,16,True,1.0373730068769997
290,log2,77,44,6,False,0.8945026168701727
766,sqrt,200,12,6,False,0.5602068307185855
267,log2,58,40,9,False,0.8722715341552806
409,sqrt,143,12,13,False,0.5710321117645624
649,sqrt,8,7,11,False,0.5137690870606851
359,None,1,10,4,True,1.2840285355343122
637,log2,205,3,18,True,0.5310174144902776
713,log2,94,34,16,False,0.8034456755324962
353,None,219,11,13,False,0.30912448406701504
384,log2,179,30,15,True,0.8968145085757575
687,sqrt,249,25,15,False,0.714173958809491
176,log2,71,6,10,False,0.45153592044395857
623,None,191,38,8,False,0.4908628394296739
545,None,78,45,16,True,0.6348475270138089
588,log2,256,42,11,True,1.0068861504678719
615,sqrt,214,26,9,False,0.7249019148421366
87,None,247,29,11,True,0.45742867044304664
223,log2,281,7,11,True,0.5464259402218259
289,None,31,49,18,False,0.6454953991159292
569,log2,235,23,4,True,0.8049308261574367
452,sqrt,84,41,5,False,0.8661037469513749
724,None,232,40,18,True,0.6149401771920895
287,log2,257,32,18,False,0.7927809099506339
688,log2,149,49,15,False,0.9176777638363757
363,None,84,49,19,True,0.6392072785288361
480,log2,60,35,13,False,0.8290942191364851
62,None,151,36,8,True,0.579824712806655
36,sqrt,247,50,17,True,1.1623344981456716
755,None,118,40,19,False,0.4903953865128303
236,log2,215,18,5,False,0.652685746501282
359,log2,264,36,18,False,0.8364436012610632
782,log2,293,30,9,False,0.7647651783247218
626,None,12,31,14,True,0.48569366566574484
485,log2,127,46,15,False,0.9039051718301511
59,log2,223,27,11,True,0.8901905403104196
636,sqrt,200,12,16,False,0.5603003490640269
579,log2,77,32,11,True,0.9079018912963699
328,sqrt,82,25,8,True,0.8499696905056032
302,log2,122,50,13,True,1.0680657013668844
635,sqrt,254,48,13,True,1.0545580235524714
521,sqrt,142,18,3,False,0.6397396915487615
680,None,247,4,9,True,0.15248957539197627
584,log2,76,22,11,True,0.7973957316561231
413,None,205,10,12,False,0.3025088172569011
673,None,108,34,10,True,0.5445780925891684
177,None,23,15,3,False,0.33605072306507644
313,sqrt,99,25,2,True,0.847577593774172
267,log2,116,38,11,True,0.9798788445914832
640,sqrt,199,30,19,True,0.8860742188793901
517,None,289,41,4,False,0.4901620014938611
714,log2,38,32,13,True,0.9052390869173723
787,None,158,7,2,True,0.18560844641849825
165,log2,25,23,19,True,0.8210277255151981
397,log2,77,18,16,True,0.7420190459795837
351,sqrt,196,6,9,False,0.4501918881782237
120,None,9,10,2,True,0.23325424839332265
125,None,51,32,2,True,0.5162125544356765
458,log2,254,49,15,True,1.071565909580632
592,None,176,22,9,False,0.37782903163696685
621,None,141,7,15,False,0.27139622616399744
459,log2,78,48,9,False,0.9234415759592435
657,sqrt,252,46,19,True,1.0408576879842613
215,sqrt,20,16,9,True,0.7133109726313633
472,log2,167,28,13,True,0.8691386156293567
564,log2,113,42,2,True,1.005458408935961
736,sqrt,203,10,15,False,0.5262411454566724
661,log2,95,42,14,True,1.005753852103015
640,sqrt,192,4,4,True,0.4506319024296763
534,sqrt,12,47,12,False,0.9062352161107206
174,log2,99,22,18,True,0.8206712241908338
402,sqrt,282,15,20,False,0.6089819749660667
9,log2,213,15,18,True,0.7255538251737477
318,log2,175,50,12,True,1.069711297072186
406,None,205,29,17,False,0.45395413723069683
310,log2,195,2,10,False,0.4033373636759137
367,log2,67,34,15,False,0.8174089470448886
303,None,229,19,14,True,0.35338200969974887
783,sqrt,170,39,7,True,0.9766114068395916
96,None,65,39,18,False,0.4903953865128332
766,log2,206,6,18,False,0.4936701944847832
208,sqrt,134,6,4,False,0.4458618944042742
634,log2,211,50,20,True,1.06753650652903
570,sqrt,290,18,16,False,0.6392539844091664
385,None,274,50,9,False,0.6454953991159282
561,log2,21,11,9,True,0.6165580411382782
240,None,194,5,5,False,0.22670391537917625
537,log2,191,8,6,True,0.5642758702772377
417,None,176,5,4,False,0.2268461817993417
8,log2,144,32,17,False,0.7612962088236349
287,None,168,39,6,True,0.6166717969496124
690,None,258,23,6,True,0.37807608379552593
168,sqrt,178,47,13,False,0.9317117548012536
536,None,122,35,10,True,0.5586617447725736
492,None,164,12,11,True,0.253640827833719
291,sqrt,88,12,5,True,0.6451211005481876
260,None,244,43,16,False,0.4897843872243756
733,None,128,48,10,True,0.6361779498683192
35,sqrt,209,43,9,False,0.9598292293396162
737,log2,142,48,5,False,0.912823368493652
139,log2,139,24,3,False,0.724983166021053
25,None,24,46,14,False,0.6073946246387023
151,sqrt,225,25,15,True,0.8524967776609453
349,None,260,11,10,False,0.30912448406701504
124,log2,168,16,4,False,0.6231619721212072
90,None,158,6,12,False,0.24893256355331794
366,log2,258,49,18,False,0.9288376145537756
16,log2,226,39,5,True,1.0391147053458945
531,log2,271,50,3,False,0.9279483058810927
382,None,14,12,8,False,0.32393057055417707
247,sqrt,2,30,17,True,1.3448886818386787
553,None,149,2,2,False,0.21470062682312088
486,None,230,40,18,True,0.6172364123824262
740,log2,292,28,7,True,0.8588656616264484
756,log2,218,29,15,False,0.762037809757686
283,sqrt,217,9,19,True,0.5886348666543783
