Alpha,Max_iter,Tolerance,fit_intercept,positive,warm_start,selection,Error-
11,2100,1e-07,True,True,False,random,180.47205353642417
1,600,9.999999999999999e-06,True,False,True,random,115.53919100312699
51,4100,9.999999999999999e-05,True,True,False,random,222.19186125273438
1,7600,9.999999999999999e-05,True,False,True,cyclic,115.53918372288543
81,4600,9.999999999999999e-06,True,True,True,random,241.1644133086805
76,100,0.1,False,False,True,random,198.87144162054494
56,4600,1e-06,True,False,False,random,225.69397283205387
16,6100,9.999999999999999e-06,False,True,False,random,172.5548671112601
51,9100,0.001,False,False,True,random,183.23837848627872
36,5600,9.999999999999999e-05,True,True,False,cyclic,206.6177838139214
6,8100,9.999999999999999e-06,False,True,True,random,172.86598298861193
81,3100,1e-07,True,True,False,cyclic,241.1644133086805
81,6100,0.001,False,True,False,random,197.87398749198132
1,4100,9.999999999999999e-05,True,False,False,random,115.53849282536322
51,2600,1e-06,False,False,False,cyclic,183.0561765152979
51,600,9.999999999999999e-05,False,False,False,cyclic,183.05611339534644
81,7600,9.999999999999999e-05,True,False,True,random,241.1644133086805
91,1100,9.999999999999999e-05,True,True,False,cyclic,241.1644133086805
51,8600,1e-08,False,False,True,random,183.05617539489754
11,8600,0.01,True,True,True,cyclic,180.47205353642417
16,7600,9.999999999999999e-06,False,True,False,random,172.55508610789036
86,9600,0.1,False,True,False,cyclic,202.0826758503175
36,7600,9.999999999999999e-06,False,True,True,cyclic,176.98186305929153
71,5600,1e-07,False,False,False,cyclic,192.7062795289656
71,2100,9.999999999999999e-06,False,True,False,cyclic,192.70627086411378
31,3100,0.1,False,True,True,cyclic,175.5034735639077
11,8600,1e-06,False,False,True,cyclic,144.17028717795253
76,7100,1e-08,True,True,False,random,241.1644133086805
51,5100,9.999999999999999e-05,True,False,False,cyclic,222.19186125273438
61,5600,1e-08,True,False,False,cyclic,229.4010506029006
81,2100,0.01,False,False,False,random,199.956156935182
1,5600,0.001,False,True,True,random,173.74557109032347
66,5600,1e-07,False,False,False,cyclic,189.96878305276667
86,2100,1e-07,True,True,True,cyclic,241.1644133086805
26,1600,9.999999999999999e-06,False,True,True,cyclic,174.11885438224192
86,1100,0.1,False,True,True,cyclic,202.0826758503175
61,5600,9.999999999999999e-05,False,False,True,random,187.91299289180503
91,2600,1e-08,True,True,True,random,241.1644133086805
81,7100,0.1,False,True,False,cyclic,198.70638121789537
26,8600,1e-08,False,True,False,random,174.11865078787346
66,2600,0.001,True,False,True,random,233.22730661226288
16,9100,1e-07,False,False,True,cyclic,155.7404464106481
31,5100,1e-06,False,False,True,cyclic,175.43907218278824
6,2600,9.999999999999999e-05,False,False,True,random,136.93325569991086
11,9600,0.1,True,True,True,cyclic,180.47205353642417
11,5100,0.001,False,False,True,cyclic,144.28657708058503
81,6600,1e-07,False,True,False,random,198.8895662785136
91,8100,0.1,True,True,True,cyclic,241.1644133086805
56,7100,9.999999999999999e-05,True,True,True,random,225.69397283205387
91,9100,9.999999999999999e-05,False,True,False,cyclic,205.93400212271982
16,7100,1e-06,True,False,False,cyclic,132.59907991143675
11,600,0.001,True,False,False,random,122.90722114802738
56,2100,0.001,False,True,False,random,185.07795395824238
96,2600,0.001,False,True,False,cyclic,209.82479379558356
41,3600,0.1,False,False,False,cyclic,178.93515100944668
21,3100,1e-06,True,True,False,random,189.5682428387553
26,6600,1e-06,True,True,True,cyclic,194.8983289768327
81,1600,1e-08,True,True,False,cyclic,241.1644133086805
96,3600,0.001,True,True,True,cyclic,241.1644133086805
36,600,9.999999999999999e-06,False,True,True,random,176.97780858822804
21,5600,1e-06,False,True,True,cyclic,173.10774849293418
41,3100,0.01,False,True,True,cyclic,178.97088412382018
81,8100,1e-08,True,False,False,cyclic,241.1644133086805
81,1600,1e-07,False,True,False,random,198.90442861644726
31,8100,1e-06,True,False,False,random,172.24316455490927
76,600,9.999999999999999e-05,True,False,True,random,241.1644133086805
26,100,0.1,True,False,False,cyclic,158.1526274891345
