SMO9
0.06365301309685872
2.9102883338928223
2.9102883338928223
SMO15
0.0
4.258385419845581
4.258385419845581
SMO20
1.0046244717648403e-15
6.576290607452393
6.576290607452393
RRP
0.024351570117550667
1.5683526992797852
1.5683526992797852
RRPDT
0.024351570117550667
1.5954890251159668
1.5954890251159668
Random9
0.01881353885173759
1.009643316268921
1.009643316268921
Random15
1.0046244717648403e-15
1.0256385803222656
1.0256385803222656
Random20
1.0046244717648403e-15
1.0260510444641113
1.0260510444641113
Random358
0.0
1.045649766921997
1.045649766921997
Optuna9
0.01881353885173759
1.1183762550354004
1.1183762550354004
Optuna Baseline
0.0
2.400925636291504
2.400925636291504
