criterion,splitter,Min_samples_split,Min_samples_leaf,Ccp_alpha,Max_depth,Min_weight_fraction_leaf,Error-
friedman_mse,random,100,10,0.8999999999999999,1000,0.7999999999999999,0.4208565763484945
friedman_mse,best,5,37,0.4,1,0.7,0.4208565763484945
squared_error,best,2,10,0.5,10000,0.6,0.4208565763484945
squared_error,random,73,10,1.0,1000,0.5,0.4208565763484945
poisson,random,73,10,0.7,1000,0.7,0.4208565763484945
friedman_mse,best,100,100,0.4,100,0.7,0.4208565763484945
absolute_error,best,37,73,0.8999999999999999,1000,0.5,0.422527584497034
absolute_error,random,37,37,0.7,1000,1.0,0.422527584497034
friedman_mse,best,5,1,0.7,100,0.7,0.4208565763484945
squared_error,random,10,73,0.0,10,0.5,0.3406790381855635
friedman_mse,best,2,5,0.0,100,0.6,0.2628032405828372
friedman_mse,random,5,5,0.2,100,0.0,0.4208565763484945
absolute_error,best,100,2,0.7999999999999999,1000,0.5,0.422527584497034
squared_error,best,2,37,0.4,10,0.7,0.4208565763484945
absolute_error,best,73,10,0.8999999999999999,1,0.0,0.422527584497034
friedman_mse,random,37,100,0.7,10000,0.2,0.4208565763484945
friedman_mse,random,73,2,0.7999999999999999,100,0.7,0.4208565763484945
squared_error,random,100,10,0.2,10000,0.7,0.4208565763484945
squared_error,random,37,10,0.4,1000,0.8999999999999999,0.4208565763484945
absolute_error,random,100,37,0.5,100,0.6,0.422527584497034
friedman_mse,random,100,2,0.7,10000,0.1,0.4208565763484945
absolute_error,best,5,10,0.5,10000,0.8999999999999999,0.422527584497034
squared_error,best,73,2,0.7,10,0.5,0.4208565763484945
squared_error,best,37,73,0.6,100,0.5,0.4208565763484945
squared_error,best,73,5,0.7999999999999999,1,1.0,0.4208565763484945
poisson,random,37,37,0.2,1000,0.8999999999999999,0.4208565763484945
squared_error,random,2,2,0.4,100,0.8999999999999999,0.4208565763484945
absolute_error,best,2,1,0.6,1000,0.5,0.422527584497034
absolute_error,random,100,10,0.8999999999999999,10,0.5,0.422527584497034
poisson,random,100,37,0.3,1,0.0,0.4208565763484945
absolute_error,random,10,2,0.2,1000,0.0,0.422527584497034
absolute_error,best,73,100,0.7999999999999999,1000,0.1,0.422527584497034
poisson,best,2,1,0.8999999999999999,1000,0.3,0.4208565763484945
poisson,random,10,5,0.7,100,0.8999999999999999,0.4208565763484945
squared_error,best,37,1,0.2,10000,0.1,0.4208565763484945
squared_error,random,10,2,0.8999999999999999,10,0.2,0.4208565763484945
poisson,best,37,100,0.1,10000,0.2,0.4208565763484945
friedman_mse,best,73,73,0.1,10,1.0,0.4208565763484945
squared_error,best,37,73,0.3,10000,0.3,0.4208565763484945
squared_error,best,100,37,0.1,100,0.3,0.3063175807352009
friedman_mse,random,100,2,0.0,1000,0.1,0.325843205344317
friedman_mse,best,2,100,1.0,10000,0.7,0.4208565763484945
squared_error,best,2,100,0.7,100,0.4,0.4208565763484945
poisson,best,73,100,0.6,1,0.2,0.4208565763484945
absolute_error,best,10,73,0.7999999999999999,100,0.3,0.422527584497034
