N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
15,sqrt,244,44,17,True,153.3892053954606
158,log2,283,24,14,False,125.61525816886308
656,log2,221,46,12,False,137.7807312091352
573,,171,38,15,True,112.52350797377521
211,log2,30,2,16,True,111.31776155244644
382,log2,115,48,20,True,150.37569750840004
533,log2,257,17,15,False,118.57704214767716
243,,141,19,10,True,98.66094584220268
612,log2,144,11,10,False,112.92177789554239
102,,95,24,17,False,106.05996684292067
648,,218,11,14,False,110.52820671758964
630,log2,260,39,11,False,134.1305749531692
22,sqrt,6,2,20,True,123.52306043393435
88,,21,46,20,False,114.48804703977567
245,sqrt,297,19,17,False,120.52475396271512
301,log2,102,3,14,True,110.98609205058757
360,,239,21,20,False,105.31503495516722
782,,69,3,20,False,119.08142619906603
603,,79,49,12,True,116.04469914554532
112,,171,26,13,False,106.33545938315672
132,sqrt,38,3,3,False,105.34844205970622
752,sqrt,256,9,9,True,116.70067503766523
581,,46,14,9,True,96.43642820256036
471,sqrt,216,25,2,False,125.81191826794701
662,,17,48,3,True,115.84473980370721
243,,292,19,3,True,98.66094584220268
588,log2,154,43,6,False,136.1283454007863
586,sqrt,113,38,19,False,133.5296834313882
534,log2,36,11,4,True,118.9269608632764
533,sqrt,34,46,16,True,149.23092277940538
255,,120,41,8,False,111.55688666222012
108,log2,206,16,12,False,118.7773029351287
420,sqrt,122,28,13,True,136.80427311067214
691,sqrt,104,40,8,True,145.7281007764506
772,log2,187,7,5,False,108.6318807406047
491,log2,64,50,16,False,140.8505563762665
544,sqrt,228,47,11,True,149.71866488462956
325,,187,14,5,True,96.63482623440615
738,log2,18,32,16,False,129.71276567990148
215,,215,42,7,False,111.55688666222022
5,,17,32,17,False,109.50275632987014
389,log2,58,11,11,True,119.19861864131474
758,,272,3,4,False,129.12618117746942
332,log2,68,37,13,True,143.9200908507884
659,log2,111,1,18,False,108.02538810028693
48,log2,5,3,13,False,132.7225126734527
424,sqrt,238,15,18,True,124.96068460517324
530,log2,156,41,8,False,135.02782064807744
