N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
1,distance,ball_tree,10,4.0,manhattan,0.06576564997371652
7,distance,brute,80,1.0,manhattan,0.055965984539272685
8,uniform,brute,20,1.5,manhattan,0.05636202098833514
2,uniform,brute,20,3.0,l1,0.06453219083457397
1,distance,kd_tree,10,1.5,euclidean,0.07253986797592583
9,uniform,ball_tree,30,2.5,l1,0.056687746309976465
9,distance,brute,50,3.0,l1,0.05611653534303094
3,uniform,kd_tree,50,3.5,l1,0.06101010438314176
5,distance,kd_tree,10,2.5,l2,0.06089015644187124
6,uniform,brute,40,1.0,euclidean,0.06158027108542141
7,distance,brute,20,4.0,manhattan,0.055965984539272685
1,distance,kd_tree,80,2.0,euclidean,0.07253986797592583
1,distance,ball_tree,40,4.5,l2,0.07253986797592583
6,uniform,kd_tree,70,4.5,l1,0.05646730083162371
2,distance,brute,50,4.0,manhattan,0.06367032800705778
10,uniform,ball_tree,80,3.0,l1,0.0561206099020406
4,distance,kd_tree,10,2.0,l2,0.062172874273731554
8,distance,ball_tree,90,3.5,euclidean,0.0607260977527407
4,uniform,brute,40,1.5,euclidean,0.06250828318444741
7,uniform,ball_tree,70,4.0,l1,0.05642976452929574
4,uniform,ball_tree,60,4.5,l1,0.058361879216473726
10,uniform,ball_tree,80,1.0,cityblock,0.0561206099020406
10,uniform,ball_tree,40,4.0,cityblock,0.0561206099020406
3,uniform,brute,70,1.0,l2,0.06643609961496187
10,uniform,ball_tree,50,2.5,cityblock,0.0561206099020406
6,distance,kd_tree,20,2.5,euclidean,0.0608805192765842
10,distance,ball_tree,10,1.0,l2,0.0611405952541102
7,distance,brute,40,4.0,l2,0.06026944607768192
1,uniform,brute,60,2.0,manhattan,0.06576564997371652
10,distance,ball_tree,50,4.0,cityblock,0.055587230900884826
5,distance,kd_tree,70,1.5,euclidean,0.06089015644187124
6,uniform,ball_tree,30,2.5,euclidean,0.06158027108542141
8,distance,kd_tree,70,3.0,cityblock,0.05576095256850725
6,distance,ball_tree,50,3.5,cityblock,0.05602544454210332
4,uniform,ball_tree,70,1.5,manhattan,0.058361879216473726
4,distance,brute,70,1.0,euclidean,0.06217287427373153
2,uniform,brute,40,1.5,cityblock,0.06453219083457397
2,uniform,brute,50,3.5,euclidean,0.06768221732992369
7,distance,kd_tree,80,3.0,cityblock,0.055965984539272685
2,uniform,kd_tree,30,4.5,manhattan,0.06453219083457397
6,distance,kd_tree,10,1.5,l1,0.05602544454210332
7,uniform,ball_tree,60,1.0,manhattan,0.05642976452929574
4,uniform,brute,60,4.5,l2,0.06250828318444741
2,distance,brute,70,3.0,cityblock,0.06367032800705778
4,distance,ball_tree,80,3.0,cityblock,0.057790737083980144
4,distance,brute,40,4.0,cityblock,0.057790737083980144
5,distance,kd_tree,20,2.0,manhattan,0.05603671229560442
10,distance,brute,10,4.0,manhattan,0.055587230900884826
7,uniform,brute,70,2.5,cityblock,0.05642976452929574
10,uniform,ball_tree,100,3.0,euclidean,0.06188984846006171
7,distance,kd_tree,70,4.5,l2,0.06026944607768192
6,uniform,brute,30,4.5,manhattan,0.05646730083162371
3,uniform,ball_tree,50,2.0,l1,0.06101010438314176
5,distance,brute,70,1.5,cityblock,0.05603671229560442
10,distance,brute,60,1.0,euclidean,0.061140595254110176
2,uniform,kd_tree,90,3.5,cityblock,0.06453219083457397
4,distance,kd_tree,20,1.5,manhattan,0.057790737083980144
5,uniform,brute,20,2.0,l1,0.05638640008806997
10,uniform,brute,50,4.0,manhattan,0.0561206099020406
1,distance,kd_tree,10,1.0,l2,0.07253986797592583
1,uniform,ball_tree,30,3.0,l2,0.07253986797592583
4,distance,kd_tree,70,2.5,euclidean,0.062172874273731554
9,distance,kd_tree,90,3.5,l2,0.060876883383215764
6,distance,brute,40,3.5,l2,0.0608805192765842
7,uniform,ball_tree,70,2.0,manhattan,0.05642976452929574
2,uniform,brute,50,2.5,cityblock,0.06453219083457397
2,distance,brute,30,3.5,euclidean,0.06708467166777138
2,distance,brute,100,3.0,cityblock,0.06367032800705778
5,distance,ball_tree,20,1.5,cityblock,0.05603671229560442
7,distance,kd_tree,30,4.5,l1,0.055965984539272685
5,distance,kd_tree,10,1.5,l1,0.05603671229560442
2,distance,brute,90,4.0,manhattan,0.06367032800705778
8,uniform,kd_tree,70,4.5,l1,0.05636202098833514
9,distance,ball_tree,10,3.0,euclidean,0.060876883383215764
9,uniform,ball_tree,100,3.0,euclidean,0.061630364579620144
6,uniform,kd_tree,10,3.0,cityblock,0.05646730083162371
9,uniform,brute,80,2.5,l1,0.056687746309976465
2,uniform,brute,70,3.0,l2,0.06768221732992369
1,uniform,brute,70,2.5,cityblock,0.06576564997371652
3,distance,brute,50,2.5,l2,0.06586484862505532
4,uniform,brute,60,2.0,l2,0.06250828318444741
10,distance,ball_tree,70,4.0,euclidean,0.0611405952541102
10,uniform,brute,20,1.5,manhattan,0.0561206099020406
4,uniform,brute,20,2.5,euclidean,0.06250828318444741
10,distance,ball_tree,30,2.5,cityblock,0.055587230900884826
6,uniform,ball_tree,50,4.5,l2,0.06158027108542141
1,uniform,brute,90,2.0,cityblock,0.06576564997371652
1,uniform,ball_tree,40,2.0,l1,0.06576564997371652
7,distance,kd_tree,50,2.0,manhattan,0.055965984539272685
5,uniform,ball_tree,60,4.5,l1,0.05638640008806997
6,uniform,kd_tree,10,3.5,l1,0.05646730083162371
5,uniform,ball_tree,60,1.5,manhattan,0.05638640008806997
4,uniform,ball_tree,50,2.0,l1,0.058361879216473726
1,distance,brute,60,1.5,l1,0.06576564997371652
4,distance,brute,90,4.0,l1,0.057790737083980144
10,uniform,ball_tree,40,4.0,euclidean,0.06188984846006171
4,distance,ball_tree,30,2.0,euclidean,0.062172874273731554
9,uniform,kd_tree,80,1.5,l2,0.061630364579620144
8,distance,ball_tree,90,2.0,euclidean,0.0607260977527407
9,distance,brute,20,4.0,manhattan,0.05611653534303094
