N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
364,None,220,38,3,True,0.12208530895886038
91,log2,111,31,4,False,0.14681667857883485
615,sqrt,3,47,4,True,0.1982595285137123
311,log2,37,20,18,False,0.1289070341876691
540,log2,115,6,16,False,0.10536046318821694
588,sqrt,175,29,11,False,0.1385541393912041
17,None,110,13,4,True,0.09629570647288878
762,None,271,35,18,True,0.1178110035937477
65,None,97,17,17,False,0.1052285824565417
223,sqrt,297,29,10,True,0.16084776840613912
782,None,45,4,9,True,0.08770780985899951
349,None,275,42,14,True,0.12474483116596273
56,None,119,37,11,False,0.11247486708900567
586,sqrt,280,11,15,True,0.12174122401149949
193,None,81,22,13,True,0.10389094185370186
312,sqrt,61,2,18,False,0.10400282504910686
224,None,234,45,8,False,0.11833083267690399
676,sqrt,64,24,3,True,0.146402796480565
373,log2,168,1,7,True,0.09616038549289056
322,log2,288,31,6,False,0.14284415343836024
789,sqrt,36,45,20,False,0.15463292722716718
149,log2,268,45,10,False,0.16176431617809242
182,log2,84,44,19,False,0.16071225310009493
124,log2,37,1,5,False,0.09319466933767266
584,log2,293,31,9,True,0.15737768765853824
605,sqrt,137,31,19,False,0.14070129905922854
712,log2,6,15,11,False,0.13301965866688262
17,None,237,42,13,True,0.12457812929103385
613,None,177,44,15,False,0.113896701546834
590,None,145,8,20,False,0.11323588549231801
599,log2,51,19,10,True,0.1380491485586173
704,sqrt,43,49,10,False,0.15961464655810662
455,sqrt,222,41,14,True,0.1743810661729259
514,log2,271,19,13,False,0.12738601852112671
407,log2,67,3,5,False,0.09609467857864938
490,sqrt,2,9,14,True,0.2287703730990447
106,None,163,10,18,True,0.09323125628024803
221,sqrt,67,45,18,False,0.1601642982716264
748,log2,227,31,4,False,0.139828966986841
637,log2,34,11,16,False,0.11427556943910551
263,None,277,9,5,False,0.11147764504614836
775,None,153,24,14,True,0.10493944874090015
557,sqrt,150,6,7,False,0.1035080616053448
167,log2,141,5,10,False,0.10156176478049567
55,None,32,43,7,False,0.11366243684010341
