criterion,splitter,Min_samples_split,Min_samples_leaf,Ccp_alpha,Max_depth,Min_weight_fraction_leaf,Error-
squared_error,random,100,100,0.30000000000000004,100,0.7999999999999999,2074.2123397846535
absolute_error,best,37,5,0.7,10,0.7,657.4461276041673
friedman_mse,best,37,73,0.9999999999999999,1000,0.30000000000000004,1771.2515273695606
friedman_mse,best,5,1,0.5,100,0.4,579.4715720207757
squared_error,random,73,1,0.30000000000000004,100,0.6,950.2375381478594
poisson,random,100,100,0.4,1,0.2,4621.412477750557
friedman_mse,best,10,37,0.9999999999999999,10000,0.0,1274.5244298138905
squared_error,best,5,1,0.1,1,0.1,4621.412477750557
squared_error,random,73,10,0.7999999999999999,1,0.8999999999999999,4621.412477750557
poisson,best,5,10,0.5,10000,0.6,691.5733535008217
absolute_error,random,2,10,0.7999999999999999,1000,0.7,667.9192609374998
absolute_error,random,37,1,0.9999999999999999,100,0.30000000000000004,838.2967885416665
absolute_error,best,73,10,0.7999999999999999,10000,0.5,833.8876326388886
squared_error,random,10,37,0.7,10000,0.1,1071.6441246634113
poisson,best,73,1,0.8999999999999999,10,0.30000000000000004,900.1795069648634
absolute_error,best,73,37,0.1,1,0.1,4382.020887326386
absolute_error,best,73,100,0.1,1,0.9999999999999999,4382.020887326386
friedman_mse,random,100,1,0.7,10000,0.0,1401.3525915340485
squared_error,random,5,37,0.9999999999999999,10000,0.5,1071.6441246634113
absolute_error,random,5,10,0.5,1,0.9999999999999999,4476.269161631945
absolute_error,best,5,73,0.2,10,0.7999999999999999,1578.7000034722219
absolute_error,best,10,5,0.1,1000,0.5,518.4324847656246
absolute_error,best,5,37,0.1,10,0.4,1097.3254031249999
friedman_mse,random,100,37,0.8999999999999999,1000,0.7999999999999999,1561.4723335218507
squared_error,random,5,37,0.5,1000,0.5,1071.6441246634113
friedman_mse,best,100,100,0.4,100,0.7,2046.427826345221
squared_error,best,5,73,0.1,1000,0.7999999999999999,1565.5656703132336
