SMO9
0.09029427325719154
1.240877628326416
1.240877628326416
SMO15
0.06532420463521384
2.1732492446899414
2.1732492446899414
SMO20
0.07912777897994365
3.0695595741271973
3.0695595741271973
RRP
0.028057467664757686
0.7309319972991943
0.7309319972991943
RRPDT
0.06532420463521384
0.7616510391235352
0.7616510391235352
Random9
0.045311525862852434
0.43799304962158203
0.43799304962158203
Random15
0.07804031924264712
0.46675992012023926
0.46675992012023926
Random20
0.031608895801266655
0.465604305267334
0.465604305267334
Random358
0.01639610256763351
0.46797728538513184
0.46797728538513184
Optuna9
0.32113979060833797
0.45292067527770996
0.45292067527770996
Optuna Baseline
0.0
1.9249420166015625
1.9249420166015625
