N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
7,distance,kd_tree,40,3.5,manhattan,0.15213042344852057
5,uniform,kd_tree,50,2.0,manhattan,0.1594751292464481
1,distance,kd_tree,20,2.0,l2,0.21263045487731458
6,distance,ball_tree,100,3.5,l1,0.15399404285800325
1,distance,kd_tree,20,2.0,cityblock,0.22656469641625473
3,distance,ball_tree,100,3.0,cityblock,0.1659805629366767
1,distance,kd_tree,40,1.0,euclidean,0.21263045487731458
10,uniform,brute,100,3.5,l1,0.15604347913581987
6,uniform,kd_tree,80,1.0,euclidean,0.1526863212831964
3,uniform,kd_tree,30,1.5,l1,0.16818908294834015
9,distance,kd_tree,90,3.5,cityblock,0.152612815735067
7,distance,ball_tree,70,4.0,euclidean,0.15140881622101443
1,distance,kd_tree,40,3.5,l1,0.22656469641625473
5,distance,kd_tree,90,1.5,cityblock,0.1574195342513477
5,uniform,kd_tree,40,3.5,l2,0.15844531722001523
7,distance,ball_tree,30,3.0,cityblock,0.15213042344852057
10,distance,kd_tree,90,2.5,l2,0.15303638930840832
10,distance,brute,100,2.5,euclidean,0.1530363893084083
2,uniform,ball_tree,30,1.0,cityblock,0.17484393148854602
5,uniform,ball_tree,30,4.5,cityblock,0.1594751292464481
8,distance,ball_tree,20,1.0,l1,0.15266081978580376
6,distance,kd_tree,70,3.5,l2,0.15085028794283364
8,distance,kd_tree,70,2.5,manhattan,0.15266081978580376
3,uniform,brute,10,3.5,cityblock,0.16818908294834015
3,distance,kd_tree,50,1.5,cityblock,0.1659805629366767
5,distance,kd_tree,70,2.0,manhattan,0.1574195342513477
6,distance,ball_tree,60,2.0,l2,0.15085028794283364
5,uniform,brute,40,3.5,euclidean,0.15844531722001523
5,distance,brute,10,1.5,cityblock,0.1574195342513477
2,uniform,brute,20,3.0,cityblock,0.17484393148854602
8,uniform,kd_tree,40,1.5,l2,0.15574134711271947
9,distance,kd_tree,60,3.5,l1,0.152612815735067
3,uniform,kd_tree,100,4.0,cityblock,0.16818908294834015
10,distance,brute,100,1.0,l2,0.15303638930840832
5,distance,brute,40,3.5,manhattan,0.1574195342513477
