N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
723,sqrt,235,3,6,True,0.15629505200194535
200,None,190,16,20,False,0.17424694912043334
435,log2,27,45,5,False,0.17923579365572015
401,None,202,48,15,True,0.1854255227593181
684,sqrt,162,8,4,False,0.15828283077828773
61,sqrt,174,29,3,False,0.17316202372373404
232,None,240,45,14,False,0.18839713812740366
566,log2,59,8,4,True,0.16284586352607136
162,log2,238,43,2,False,0.17821365887396826
664,sqrt,272,13,13,True,0.1672606308041098
7,log2,257,21,8,True,0.1786812149085867
577,sqrt,273,31,12,True,0.17976529079284917
592,log2,253,39,6,True,0.1841474856217952
529,log2,187,24,15,True,0.1758090107422801
521,sqrt,209,31,6,True,0.1799938323338399
296,log2,24,41,14,True,0.18588320336760852
130,log2,273,39,16,True,0.18340422767088346
688,log2,131,39,17,False,0.17653461316288888
585,log2,165,44,18,True,0.18667232768529898
374,log2,123,44,18,True,0.18684921344975747
508,sqrt,240,22,17,True,0.1748282304971791
577,None,186,46,19,False,0.18829886737493062
111,log2,48,36,5,False,0.1754307259981691
392,sqrt,71,46,9,True,0.18794756911768518
483,None,190,9,6,False,0.1811547756023284
10,None,27,23,14,False,0.17589595499437008
191,log2,260,14,7,True,0.16826201003978666
170,log2,7,46,7,True,0.18834850747600443
396,sqrt,122,49,20,False,0.18074153864341866
248,sqrt,166,6,19,True,0.16378262052076434
21,log2,141,5,6,False,0.1562034783099007
170,None,246,35,9,False,0.1798867077451108
484,None,197,41,4,True,0.1830287320862534
107,sqrt,138,20,15,False,0.16776740262513753
476,log2,12,35,7,False,0.1753890822919363
282,None,156,7,14,False,0.18597597454555748
332,log2,162,44,14,False,0.17849659165407458
12,sqrt,107,13,13,False,0.16480861515648582
714,None,159,50,5,True,0.18585666550345603
185,None,294,43,17,True,0.18431692560072843
468,log2,100,21,13,True,0.17410131093436573
152,log2,250,15,4,True,0.1690844615711874
114,log2,289,37,19,True,0.18290780253093972
77,None,246,35,2,True,0.1800559537961681
629,sqrt,173,11,15,False,0.1617648465090327
235,log2,240,7,20,False,0.15933598341437336
774,log2,4,4,11,False,0.1693160494486372
96,sqrt,275,37,13,False,0.17677056233304242
285,log2,92,6,17,False,0.15874126445139927
521,sqrt,290,37,9,False,0.17575693321193986
7,None,2,8,4,True,0.18815018079792264
513,log2,277,45,16,True,0.18729228510235063
379,sqrt,291,36,13,False,0.1753152530999372
95,None,134,25,8,True,0.17379812317186913
685,sqrt,210,36,17,True,0.1824906622788329
246,log2,158,38,13,True,0.18397744238209857
255,log2,195,9,8,False,0.15925233480243464
103,log2,54,26,15,False,0.1711290033419209
52,None,154,41,20,False,0.18613695593055957
284,None,121,11,20,False,0.17944267847315495
694,log2,289,15,11,True,0.16900292504343786
197,log2,46,8,19,True,0.16436192050162582
603,log2,132,27,3,False,0.1714927415706541
267,None,215,11,19,True,0.16124352197847783
289,log2,49,41,17,True,0.18595523366788225
563,log2,253,33,14,False,0.17425085583351593
31,None,248,6,14,True,0.15931583269626934
736,sqrt,131,19,13,False,0.16687685641372807
586,sqrt,185,30,3,True,0.17931817372430406
102,log2,178,22,16,False,0.16799484601847117
33,sqrt,69,28,5,True,0.1770075732214806
392,None,229,3,5,False,0.19551860156694445
72,log2,75,7,3,False,0.1577915099001306
772,None,235,29,15,True,0.17683117601146736
143,sqrt,250,49,18,True,0.1889187874045436
174,sqrt,189,13,4,False,0.162704030066459
569,None,279,20,4,True,0.16978947666654054
97,sqrt,209,47,5,True,0.18814221992145871
336,sqrt,259,26,18,True,0.17706111415094053
716,log2,279,18,15,True,0.17129059338216235
128,sqrt,257,30,6,False,0.17275045343425743
374,sqrt,58,40,20,False,0.17658624336904052
698,log2,199,12,5,False,0.16255764950269203
14,log2,38,35,16,True,0.18447790815434562
57,log2,28,50,5,False,0.18085141682504555
363,log2,200,33,18,True,0.18100797207234798
423,log2,82,4,16,True,0.1610434970585497
129,log2,286,27,13,False,0.1715843562137508
708,log2,63,20,12,False,0.167284244745426
547,sqrt,107,33,4,False,0.1741693311721291
27,log2,22,25,16,True,0.1784374833626078
379,sqrt,246,7,16,True,0.1624813828352714
358,log2,23,15,11,True,0.1690999225894612
162,None,286,15,19,False,0.17891610312561523
250,None,148,43,2,True,0.18376407390702423
46,log2,293,5,8,False,0.15596226035955948
154,sqrt,18,32,16,False,0.1740072502605092
391,sqrt,5,39,14,True,0.1842219198268293
411,None,212,44,10,True,0.18420840292151594
632,sqrt,155,1,13,True,0.1600226997516664
239,sqrt,76,44,20,False,0.17863774561718404
6,sqrt,220,5,7,True,0.1662653432998135
262,sqrt,186,43,4,True,0.18705795504378642
438,sqrt,222,38,9,False,0.1761877917760443
428,sqrt,168,7,20,True,0.16407522695810398
344,sqrt,91,16,19,True,0.16982748211212892
338,log2,235,47,15,False,0.17984018561657744
30,None,234,21,15,True,0.17113570636640582
19,None,100,26,16,False,0.1781301751965195
657,sqrt,297,22,3,True,0.1744214429943148
750,None,19,21,6,True,0.17065496127937982
524,log2,197,28,5,False,0.17197429505652204
217,log2,144,48,19,False,0.18030213051142882
118,sqrt,154,41,17,False,0.17774390395050688
710,None,118,11,19,True,0.1619173219817989
718,log2,90,34,2,True,0.18139628014566198
659,sqrt,261,11,10,True,0.16562821817738085
330,log2,88,11,18,True,0.16544433238263487
455,sqrt,56,8,7,True,0.16288393916917582
771,sqrt,6,38,8,False,0.17631556574319393
