criterion,splitter,min_samples_split,min_samples_leaf,ccp_alpha,max_depth,Error-
poisson,best,1000,20091872116215.816
friedman_mse,best,100,20091872116215.816
friedman_mse,best,10000,20091872116215.816
poisson,best,10,20091872116215.816
squared_error,random,1000,20091872116215.816
poisson,random,100,20091872116215.816
poisson,best,10,20091872116215.816
absolute_error,best,1000,21220782151068.266
friedman_mse,random,10,20091872116215.816
friedman_mse,random,1,20091872116215.816
absolute_error,random,10,21220782151068.266
friedman_mse,best,10,20091872116215.816
squared_error,best,1000,20091872116215.816
poisson,best,1000,20091872116215.816
absolute_error,random,10000,21220782151068.266
friedman_mse,random,1000,20091872116215.816
absolute_error,best,100,21220782151068.266
squared_error,random,10000,19825557324288.574
absolute_error,best,100,21220782151068.266
absolute_error,random,1,21220782151068.266
friedman_mse,best,100,20091872116215.816
poisson,best,100,20091872116215.816
poisson,best,10000,20091872116215.816
absolute_error,random,1000,21220782151068.266
poisson,random,1000,20091872116215.816
friedman_mse,random,100,20091872116215.816
poisson,best,100,20091872116215.816
squared_error,best,1,20091872116215.816
friedman_mse,best,10,20091872116215.816
poisson,random,1000,20091872116215.816
absolute_error,best,1000,21220782151068.266
absolute_error,best,1000,21220782151068.266
poisson,random,100,20091872116215.816
poisson,best,10000,20091872116215.816
absolute_error,random,1,21220782151068.266
squared_error,best,100,14694973134297.523
squared_error,random,10000,20091872116215.816
squared_error,best,1000,20091872116215.816
absolute_error,random,100,21220782151068.266
absolute_error,random,1000,21220782151068.266
absolute_error,random,1,21220782151068.266
absolute_error,best,100,21220782151068.266
poisson,random,1,20091872116215.816
poisson,random,10,20091872116215.816
squared_error,best,1000,20091872116215.816
squared_error,random,10000,20091872116215.816
friedman_mse,best,10000,20091872116215.816
absolute_error,best,100,21220782151068.266
poisson,random,1000,19075941169743.48
friedman_mse,random,10,20091872116215.816
friedman_mse,random,10000,20091872116215.816
friedman_mse,random,10000,20091872116215.816
poisson,random,1000,20091872116215.816
squared_error,random,10000,18053012558024.06
poisson,best,10000,20091872116215.816
friedman_mse,random,1,20091872116215.816
friedman_mse,best,10000,20091872116215.816
absolute_error,random,10000,21220782151068.266
absolute_error,random,100,21220782151068.266
poisson,best,1000,20091872116215.816
squared_error,best,10,20091872116215.816
friedman_mse,random,100,20091872116215.816
squared_error,best,1,20091872116215.816
absolute_error,best,10,21220782151068.266
squared_error,random,100,20091872116215.816
friedman_mse,random,100,20091872116215.816
squared_error,best,10000,20091872116215.816
friedman_mse,random,10000,20091872116215.816
absolute_error,random,10000,21220782151068.266
squared_error,best,1000,20091872116215.816
poisson,random,10000,20091872116215.816
absolute_error,random,1,21220782151068.266
poisson,random,10,20091872116215.816
poisson,random,10000,20091872116215.816
friedman_mse,best,1000,20091872116215.816
poisson,best,1,20091872116215.816
poisson,random,1,20091872116215.816
absolute_error,random,10,21220782151068.266
absolute_error,random,10000,12836267439490.467
poisson,random,1,20091872116215.816
absolute_error,best,10,21984548977268.8
squared_error,random,1000,20091872116215.816
poisson,random,10000,20091872116215.816
squared_error,best,10,20152582763403.91
squared_error,random,10000,20091872116215.816
friedman_mse,best,100,20091872116215.816
friedman_mse,random,10,20091872116215.816
poisson,random,100,20091872116215.816
absolute_error,random,10,12375969835653.666
friedman_mse,random,1,19027852712617.69
absolute_error,best,1,21220782151068.266
squared_error,random,1000,20091872116215.816
squared_error,random,100,20091872116215.816
poisson,random,100,20091872116215.816
absolute_error,random,10000,21220782151068.266
friedman_mse,random,100,20091872116215.816
poisson,best,10000,20091872116215.816
absolute_error,best,100,21220782151068.266
squared_error,best,10,20091872116215.816
poisson,best,10000,20091872116215.816
absolute_error,best,1,21220782151068.266
poisson,best,100,20091872116215.816
squared_error,best,10,20091872116215.816
absolute_error,best,100,21220782151068.266
absolute_error,best,100,21220782151068.266
friedman_mse,random,10,20091872116215.816
squared_error,random,10,20091872116215.816
poisson,random,100,20091872116215.816
friedman_mse,random,100,20091872116215.816
poisson,best,1,20091872116215.816
friedman_mse,best,1,20091872116215.816
friedman_mse,random,1,20091872116215.816
absolute_error,best,1,21220782151068.266
poisson,best,100,20091872116215.816
poisson,random,100,20091872116215.816
friedman_mse,random,100,13067159812740.643
squared_error,best,1,20091872116215.816
squared_error,best,10000,20091872116215.816
friedman_mse,random,1000,20091872116215.816
poisson,random,100,20091872116215.816
squared_error,best,10000,20091872116215.816
poisson,best,100,20091872116215.816
squared_error,random,1,19807483328708.125
squared_error,random,10000,20091872116215.816
absolute_error,best,100,21220782151068.266
squared_error,random,10,20091872116215.816
squared_error,best,10,20091872116215.816
friedman_mse,random,10,20091872116215.816
friedman_mse,random,10,20091872116215.816
friedman_mse,best,1000,20091872116215.816
squared_error,random,1000,20091872116215.816
poisson,random,10,20091872116215.816
poisson,random,1,20091872116215.816
squared_error,random,100,20091872116215.816
friedman_mse,best,10000,20122348620248.477
squared_error,best,1000,20091872116215.816
squared_error,best,1000,20091872116215.816
friedman_mse,best,100,20091872116215.816
absolute_error,best,1,21220782151068.266
squared_error,best,10,20091872116215.816
squared_error,best,1,20091872116215.816
poisson,best,1,20091872116215.816
absolute_error,best,1,21220782151068.266
poisson,random,10,20091872116215.816
friedman_mse,random,100,20091872116215.816
squared_error,random,1000,20091872116215.816
absolute_error,random,1000,21220782151068.266
absolute_error,best,10,21220782151068.266
absolute_error,random,10000,21220782151068.266
absolute_error,best,1000,21220782151068.266
poisson,random,10000,20091872116215.816
squared_error,random,10,20091872116215.816
squared_error,best,100,15872450143961.143
absolute_error,random,1000,21220782151068.266
friedman_mse,random,10000,22036392535031.168
poisson,random,1,20091872116215.816
friedman_mse,best,10000,20091872116215.816
poisson,random,1,20091872116215.816
absolute_error,random,10000,21220782151068.266
squared_error,best,100,20091872116215.816
squared_error,random,1000,20091872116215.816
friedman_mse,best,10000,20091872116215.816
friedman_mse,random,10,13369629604051.0
squared_error,random,1000,15969057263554.18
absolute_error,random,1000,21220782151068.266
poisson,best,10000,20091872116215.816
friedman_mse,best,10000,20091872116215.816
absolute_error,random,1,21220782151068.266
squared_error,random,10,20091872116215.816
squared_error,best,100,20091872116215.816
poisson,random,10000,20091872116215.816
poisson,best,10,20091872116215.816
absolute_error,random,10,21220782151068.266
poisson,random,10000,20091872116215.816
squared_error,random,100,20091872116215.816
poisson,best,1000,20091872116215.816
squared_error,random,1000,20091872116215.816
absolute_error,random,10000,14197032560828.617
squared_error,random,100,20091872116215.816
squared_error,random,1000,20091872116215.816
squared_error,random,1000,20091872116215.816
friedman_mse,best,1,20091872116215.816
poisson,best,1000,20091872116215.816
poisson,random,10000,20091872116215.816
absolute_error,best,10000,21220782151068.266
absolute_error,random,1,21220782151068.26
squared_error,random,1,20091872116215.816
poisson,best,1,20091872116215.816
squared_error,random,100,20091872116215.816
absolute_error,random,10,21220782151068.266
poisson,random,10000,20091872116215.816
friedman_mse,best,1,20091872116215.816
squared_error,random,1000,20091872116215.816
poisson,random,10,20091872116215.816
friedman_mse,random,10000,20091872116215.816
absolute_error,best,1000,21220782151068.266
friedman_mse,random,100,20091872116215.816
friedman_mse,random,1000,20091872116215.816
squared_error,best,10000,20091872116215.816
poisson,random,100,20091872116215.816
poisson,best,10,20091872116215.816
absolute_error,random,10,19026949219472.312
squared_error,best,10000,20091872116215.816
absolute_error,random,100,21220782151068.266
squared_error,best,10,20091872116215.816
squared_error,best,100,20091872116215.816
friedman_mse,best,10,20091872116215.816
squared_error,best,1000,15437278920198.486
squared_error,best,100,20091872116215.816
poisson,random,10,20091872116215.816
squared_error,best,10,20091872116215.816
absolute_error,random,100,21220782151068.266
squared_error,best,10,20091872116215.816
absolute_error,random,100,21220782151068.266
squared_error,best,100,10570442128380.541
absolute_error,random,1,21220782151068.266
absolute_error,best,10000,21220782151068.266
squared_error,random,1000,20091872116215.816
friedman_mse,random,100,20091872116215.816
friedman_mse,best,100,20091872116215.816
poisson,best,10000,20091872116215.816
poisson,best,1000,9868397075917.723
squared_error,random,1,20091872116215.816
absolute_error,best,1000,21220782151068.266
friedman_mse,best,100,20091872116215.816
poisson,best,100,20091872116215.816
absolute_error,random,100,21220782151068.266
absolute_error,random,1000,21220782151068.266
poisson,best,100,20091872116215.816
poisson,random,10000,20091872116215.816
friedman_mse,random,10,20091872116215.816
friedman_mse,best,1,20091872116215.816
absolute_error,best,10000,24636846859480.684
friedman_mse,random,1000,20091872116215.816
friedman_mse,random,1,20091872116215.816
absolute_error,best,10000,21220782151068.266
friedman_mse,best,1000,12828137874223.5
absolute_error,random,10000,21220782151068.266
absolute_error,random,100,21220782151068.266
poisson,best,10,20091872116215.816
absolute_error,random,1,21220782151068.266
absolute_error,best,100,21220782151068.266
