SMO9
0.15231667242127062
1.630983829498291
1.630983829498291
SMO15
0.08172813723598998
3.146843433380127
3.146843433380127
SMO20
0.03431302582428466
4.27449631690979
4.27449631690979
RRP
0.0
1.0384893417358398
1.0384893417358398
RRPDT
0.05595400251234093
0.9751744270324707
0.9751744270324707
Random9
0.0882013169120825
0.6275079250335693
0.6275079250335693
Random15
0.05388228117789765
0.6094987392425537
0.6094987392425537
Random20
0.08360624692845867
0.6265857219696045
0.6265857219696045
Random358
0.007741022602529758
0.6098542213439941
0.6098542213439941
Optuna9
0.07586516292538313
0.6110255718231201
0.6110255718231201
Optuna Baseline
0.0
3.079303503036499
3.079303503036499
