SMO9
0.0
1.8535988330841064
1.8535988330841064
SMO15
0.0
3.576770782470703
3.576770782470703
SMO20
0.0
4.996792316436768
4.996792316436768
RRP
0.0
1.0555930137634277
1.0555930137634277
RRPDT
0.0
1.0028772354125977
1.0028772354125977
Random9
0.0
0.6407814025878906
0.6407814025878906
Random15
0.0
0.6750879287719727
0.6750879287719727
Random20
0.0
0.6630709171295166
0.6630709171295166
Random358
0.0
0.666081428527832
0.666081428527832
Optuna9
0.0
0.6887030601501465
0.6887030601501465
Optuna Baseline
0.0
3.1384730339050293
3.1384730339050293
