criterion,splitter,Min_samples_split,Min_samples_leaf,Ccp_alpha,Max_depth,Min_weight_fraction_leaf,Error-
friedman_mse,random,73,37,0.5,10000,0.30000000000000004,640.7141583346229
absolute_error,random,5,100,0.1,10,0.7,1597.440789962825
absolute_error,random,37,5,0.2,1000,0.4,325.2494052044609
squared_error,random,5,100,0.5,1,0.9999999999999999,2195.0920673410815
poisson,best,10,2,0.7999999999999999,1,0.4,1339.4588032548336
absolute_error,best,10,100,0.5,1000,0.0,670.2815427509292
friedman_mse,random,10,1,0.30000000000000004,1000,0.4,277.9029752389804
friedman_mse,best,5,37,0.0,10,0.9999999999999999,375.41923983198467
absolute_error,random,100,1,0.8999999999999999,10000,0.2,415.06431226765795
absolute_error,random,5,2,0.8999999999999999,1,0.0,1703.9406040892188
absolute_error,random,5,5,0.0,1,0.5,1703.9406040892188
absolute_error,random,100,1,0.2,1,0.8999999999999999,1703.9406040892188
poisson,random,73,10,0.8999999999999999,1,0.0,1845.5527276771957
poisson,random,5,100,0.5,10,0.7999999999999999,1944.0361154660836
poisson,random,100,73,0.30000000000000004,100,0.30000000000000004,1717.8047784528624
poisson,best,73,73,0.6,10,0.0,612.3065469435656
absolute_error,best,5,1,0.6,1000,0.4,237.5069888475836
absolute_error,best,2,100,0.7,1,0.0,1255.006691449814
absolute_error,best,5,2,0.1,10000,0.6,241.60284386617107
poisson,random,10,5,0.8999999999999999,1,0.2,1845.5527276771957
absolute_error,best,37,5,0.1,10,0.9999999999999999,291.02690520446106
poisson,random,73,37,0.4,100,0.4,651.1519343067382
friedman_mse,best,100,10,0.0,10000,0.1,361.5545225017406
absolute_error,best,2,10,0.8999999999999999,1,0.4,1255.006691449814
poisson,random,100,37,0.2,100,0.7,603.833467814967
poisson,best,73,73,0.7999999999999999,1,0.8999999999999999,1339.4588032548336
friedman_mse,random,2,100,0.8999999999999999,1000,0.9999999999999999,1944.6122178226758
friedman_mse,best,73,1,0.7999999999999999,1000,0.9999999999999999,340.6851365334149
absolute_error,best,10,1,0.30000000000000004,100,0.8999999999999999,244.07564126394053
friedman_mse,best,2,73,0.9999999999999999,10000,0.9999999999999999,605.7706768948514
squared_error,random,100,2,0.0,1000,0.5,430.02885242792837
poisson,best,5,37,0.4,100,0.7,387.94773202770233
squared_error,best,5,73,0.4,1000,0.0,605.7706768948514
friedman_mse,random,2,1,0.1,1000,0.5,265.1143215613384
