criterion,splitter,min_samples_split,min_samples_leaf,ccp_alpha,max_depth,Error-
absolute_error,best,1000,0.045312481299520965
friedman_mse,best,1,0.2868898927514883
absolute_error,random,10000,0.04586446707740499
friedman_mse,random,10,0.06666967784132774
squared_error,random,10,0.045816952348224166
squared_error,random,10000,1.163722629005124
absolute_error,random,10000,0.05196394904961335
friedman_mse,best,10,0.0407828280814147
poisson,random,100,1.1854894412981811
absolute_error,best,10,0.05201116714812844
friedman_mse,random,100,0.0941119397251135
absolute_error,best,1000,0.04137258392408452
absolute_error,best,100,0.05201116714812844
squared_error,random,1000,0.0418248003925073
absolute_error,random,1000,0.04934043328086253
absolute_error,random,1000,0.04934043328086253
friedman_mse,random,10,0.05314597350110309
squared_error,best,1000,0.20206079327128118
friedman_mse,best,10,0.055111505792075334
friedman_mse,random,1000,0.046061724566754725
poisson,best,1000,0.05241579502254
friedman_mse,best,1,0.2868898927514883
poisson,best,10,0.05710408666109083
squared_error,best,10,0.0406709104826385
friedman_mse,best,10000,0.041621295964332464
squared_error,best,100,0.20412119853304467
squared_error,best,1,0.2868898927514883
friedman_mse,random,10,1.163722629005124
squared_error,best,1000,0.20206079327128118
squared_error,best,10000,0.054581323060908765
friedman_mse,random,1000,0.0941119397251135
squared_error,best,10,0.054581323060908765
squared_error,best,10,0.045193060640156726
friedman_mse,random,1000,0.04192790863095801
absolute_error,random,10000,0.08927084558315221
squared_error,best,100,0.04058375129119782
squared_error,random,10000,1.163722629005124
friedman_mse,random,1,0.41114469616435223
squared_error,random,1,0.41114469616435223
poisson,random,1000,1.1634156101859996
poisson,random,10,0.056433409343026784
squared_error,random,1,1.25131948704975
absolute_error,best,10,0.047590688445700434
absolute_error,random,10,0.6659849378076644
friedman_mse,random,100,1.185979759409228
poisson,best,1000,0.057104086661090826
absolute_error,random,10000,0.6414284290772094
poisson,random,1000,0.058439709701640544
poisson,best,1,0.2868898927514883
friedman_mse,random,10,0.0941119397251135
squared_error,best,10,0.05152987498843954
absolute_error,best,10,0.0529573029932367
absolute_error,random,100,0.08927084558315221
absolute_error,random,10000,0.050830963665763854
absolute_error,best,100,0.047590688445700434
squared_error,random,100,0.0496824427996212
friedman_mse,best,1000,0.04021138123105026
squared_error,best,100,0.20206079327128118
absolute_error,random,10,0.04798577970633871
friedman_mse,best,1000,0.04507862788887658
absolute_error,random,100,0.6413875879808696
