N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
3,distance,brute,30,2.0,cityblock,342.07252044609663
6,uniform,kd_tree,20,4.0,l2,376.5331567534075
6,uniform,kd_tree,100,1.5,l2,369.2431195786865
8,distance,kd_tree,20,1.5,euclidean,382.2066847828664
9,uniform,ball_tree,10,3.5,euclidean,401.13149938042125
9,uniform,ball_tree,50,1.0,cityblock,387.2543886823627
1,uniform,brute,100,1.0,euclidean,458.78278810408926
10,uniform,ball_tree,50,3.0,l1,380.5300501858735
10,distance,brute,30,1.0,l2,389.11246958900676
8,distance,kd_tree,100,1.0,euclidean,385.1415464174658
6,distance,brute,90,4.5,l1,334.33506603372973
9,uniform,kd_tree,90,1.0,l2,406.957176786452
5,uniform,ball_tree,20,3.0,cityblock,365.853189591078
10,uniform,ball_tree,10,4.0,l2,403.7859888475835
1,uniform,brute,60,2.0,l2,458.78278810408926
10,uniform,brute,70,3.5,l2,404.0589739776954
10,uniform,brute,20,3.0,l1,371.9459107806691
6,distance,brute,60,3.0,l2,364.37141442644065
3,distance,brute,40,2.5,cityblock,342.07252044609663
8,uniform,ball_tree,50,4.0,l2,402.9592541821562
6,uniform,brute,70,3.0,l1,344.0910377942999
6,distance,ball_tree,40,1.0,euclidean,358.4194357218033
5,uniform,kd_tree,70,4.0,l1,348.1104014869889
7,uniform,brute,100,1.5,l1,359.1915002655337
2,distance,ball_tree,60,1.5,l2,382.29184972878824
6,distance,brute,70,3.5,manhattan,334.33506603372973
8,distance,kd_tree,60,3.5,l2,384.81707173636823
9,distance,ball_tree,60,4.0,l2,387.38584528401367
8,uniform,kd_tree,70,2.0,l2,402.1164660780669
1,distance,brute,50,4.5,cityblock,458.78278810408926
3,uniform,ball_tree,50,1.5,manhattan,361.230179677819
1,uniform,kd_tree,70,2.0,cityblock,442.82332713754647
6,uniform,ball_tree,20,2.5,euclidean,372.3841728624536
4,distance,kd_tree,10,3.0,cityblock,336.8202316781731
8,uniform,brute,70,1.0,manhattan,367.68379646840145
1,distance,ball_tree,10,1.5,cityblock,464.5469330855019
1,distance,brute,40,1.5,manhattan,458.78278810408926
5,distance,kd_tree,20,3.5,manhattan,347.554028471116
8,uniform,kd_tree,100,3.0,euclidean,402.1164660780669
10,uniform,ball_tree,40,3.0,euclidean,406.9302397769516
2,distance,brute,10,3.0,l1,354.8446623296159
9,distance,brute,90,3.0,euclidean,381.6965534266674
8,distance,kd_tree,40,1.5,euclidean,384.81707173636823
6,distance,brute,100,1.5,manhattan,334.33506603372973
1,uniform,ball_tree,60,1.5,l1,460.61118959107813
3,distance,ball_tree,80,4.0,l2,362.0051706254578
4,uniform,kd_tree,80,3.5,l1,336.26203531598503
6,distance,kd_tree,30,1.5,euclidean,364.76265180612785
10,distance,kd_tree,80,1.5,euclidean,394.70792863152496
8,uniform,kd_tree,40,2.0,l2,401.1880041821562
2,uniform,brute,80,1.0,euclidean,355.018810408922
9,distance,kd_tree,50,1.5,cityblock,360.51699793443856
6,uniform,brute,90,2.5,l1,344.0910377942999
2,uniform,brute,90,3.0,l2,355.018810408922
3,uniform,brute,90,4.5,l1,343.66601610904576
9,distance,kd_tree,40,3.0,euclidean,383.1894167089229
10,distance,kd_tree,50,4.0,euclidean,392.3203508914802
6,uniform,brute,30,2.0,euclidean,377.2082496902109
2,uniform,kd_tree,10,1.0,cityblock,368.6089591078067
7,uniform,kd_tree,100,2.0,l2,388.5243653744028
4,distance,kd_tree,60,1.5,euclidean,349.2204728830518
8,distance,brute,20,1.5,l2,375.0074113945002
5,uniform,brute,80,4.0,l1,348.86965427509307
4,uniform,kd_tree,30,1.0,euclidean,355.1532063197025
5,distance,brute,80,4.0,euclidean,351.3554252298326
8,uniform,ball_tree,80,1.5,cityblock,386.37246282527883
2,distance,brute,100,2.5,l2,354.9291731488626
6,distance,ball_tree,50,1.0,l1,344.1206721699319
1,distance,ball_tree,70,1.0,l1,446.7906133828996
3,uniform,brute,60,1.5,manhattan,343.66601610904576
2,distance,brute,30,1.0,cityblock,354.8446623296159
2,uniform,kd_tree,70,1.0,cityblock,373.70583643122677
8,distance,kd_tree,20,1.5,manhattan,360.5051484551915
8,uniform,ball_tree,50,1.5,euclidean,402.9592541821562
3,distance,ball_tree,40,3.0,l2,364.7342771715946
8,distance,ball_tree,40,1.0,manhattan,357.72215694275434
9,uniform,brute,40,1.0,euclidean,394.75799669558046
1,distance,brute,70,3.0,manhattan,458.78278810408926
2,uniform,ball_tree,30,4.0,l1,408.20629182156136
8,uniform,ball_tree,20,2.0,cityblock,385.02793680297407
6,uniform,ball_tree,40,1.0,cityblock,360.5645755885996
8,distance,ball_tree,90,2.5,l1,361.66167656318885
1,distance,kd_tree,20,1.5,cityblock,491.75332713754665
7,distance,kd_tree,20,4.5,manhattan,351.3969660785649
9,uniform,kd_tree,20,2.0,manhattan,394.56981412639414
4,distance,kd_tree,70,4.5,l1,334.7748319614091
9,uniform,kd_tree,100,2.5,l2,406.957176786452
9,distance,kd_tree,30,4.0,manhattan,368.3970754018756
1,uniform,brute,60,4.5,euclidean,458.78278810408926
3,uniform,brute,70,3.5,manhattan,343.66601610904576
2,uniform,ball_tree,20,2.0,l2,401.0983457249071
1,distance,ball_tree,50,3.0,manhattan,460.61118959107813
7,uniform,ball_tree,60,2.5,l1,372.9310860329258
5,uniform,kd_tree,90,1.5,l1,348.1104014869889
4,distance,ball_tree,40,3.5,euclidean,352.5767219707517
3,uniform,kd_tree,50,2.5,cityblock,364.9797893432466
7,distance,kd_tree,50,4.5,manhattan,352.27836780761584
3,distance,ball_tree,60,1.5,manhattan,360.50251579925646
8,distance,ball_tree,100,1.5,euclidean,383.32366489968234
2,uniform,kd_tree,50,3.0,l1,386.3462081784388
8,distance,ball_tree,80,2.0,manhattan,361.66167656318885
2,uniform,brute,90,1.0,manhattan,355.018810408922
7,distance,ball_tree,20,1.0,euclidean,371.2319940415441
1,uniform,kd_tree,50,1.0,l2,435.54754646840155
