N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
5,uniform,kd_tree,60,1.0,euclidean,362.73617100371763
7,distance,ball_tree,20,1.5,l1,354.86176054236216
3,distance,kd_tree,100,3.0,l1,364.650434944238
2,distance,kd_tree,50,3.5,cityblock,386.1534634448576
8,uniform,kd_tree,80,3.0,euclidean,402.1164660780669
5,distance,brute,10,3.5,l1,337.66741171003747
1,distance,ball_tree,70,4.0,cityblock,446.7906133828996
4,distance,ball_tree,50,2.0,euclidean,352.5767219707517
10,uniform,brute,20,3.0,cityblock,371.9459107806691
1,uniform,brute,80,3.5,cityblock,458.78278810408926
1,uniform,brute,50,4.0,l1,458.78278810408926
6,distance,ball_tree,70,1.5,manhattan,339.2170938133441
10,uniform,kd_tree,100,2.5,cityblock,387.8630390334571
6,distance,ball_tree,10,4.5,cityblock,337.2810613917
7,uniform,brute,10,4.5,euclidean,387.60021242697843
10,uniform,kd_tree,10,1.5,l1,395.1061431226764
5,uniform,kd_tree,70,1.5,l1,348.1104014869889
7,uniform,brute,60,2.0,euclidean,387.60021242697843
9,uniform,ball_tree,60,4.5,l2,403.66384758364313
3,distance,kd_tree,50,2.5,manhattan,364.2521254646839
9,uniform,brute,70,4.0,l1,370.7122965716649
3,uniform,brute,40,4.0,l2,342.01026641883504
3,distance,brute,10,2.5,l1,342.07252044609663
1,distance,brute,20,4.5,l1,458.78278810408926
2,uniform,brute,80,1.5,manhattan,355.018810408922
1,uniform,ball_tree,30,4.5,l1,493.16526022304845
6,distance,kd_tree,20,2.0,cityblock,347.8197580549021
4,uniform,kd_tree,70,2.0,l1,336.26203531598503
10,distance,brute,90,2.0,cityblock,353.51921084236164
9,uniform,kd_tree,20,2.5,manhattan,394.56981412639414
6,distance,brute,90,1.0,manhattan,334.33506603372973
10,uniform,ball_tree,40,3.0,l1,380.5300501858735
3,distance,ball_tree,50,1.0,euclidean,364.7342771715946
5,uniform,ball_tree,50,4.5,manhattan,355.6778698884757
3,uniform,brute,100,1.5,euclidean,342.01026641883504
4,uniform,ball_tree,60,4.5,manhattan,348.4179972118959
7,distance,kd_tree,30,2.0,manhattan,351.3969660785649
1,uniform,brute,100,4.5,manhattan,458.78278810408926
5,distance,brute,100,4.0,manhattan,337.66741171003747
5,uniform,brute,50,2.5,l1,348.86965427509307
2,distance,ball_tree,80,1.5,euclidean,373.4343862660127
3,distance,brute,20,1.5,euclidean,341.5872200874123
5,distance,kd_tree,60,1.5,l2,353.49343204711795
3,distance,brute,100,4.0,cityblock,342.07252044609663
2,uniform,brute,60,1.0,manhattan,355.018810408922
6,distance,kd_tree,30,3.0,l2,364.76265180612785
7,distance,brute,50,3.0,cityblock,342.64703473903654
2,distance,brute,10,2.5,euclidean,354.9291731488626
7,uniform,ball_tree,90,4.5,l1,358.5634121083377
9,uniform,brute,30,4.5,manhattan,370.7122965716649
1,uniform,kd_tree,100,1.0,cityblock,442.82332713754647
3,uniform,brute,90,3.5,manhattan,343.66601610904576
2,uniform,brute,70,1.5,l1,355.018810408922
6,distance,brute,100,1.0,euclidean,364.37141442644065
3,uniform,ball_tree,60,3.5,l1,361.230179677819
1,uniform,ball_tree,60,4.0,l1,460.61118959107813
3,distance,brute,50,1.5,manhattan,342.07252044609663
7,uniform,kd_tree,50,4.0,l1,375.3711311736587
4,uniform,brute,10,4.5,l2,346.0643401486989
2,distance,ball_tree,90,3.5,l2,373.4343862660127
6,distance,ball_tree,20,2.5,manhattan,341.6332125581127
8,distance,kd_tree,30,4.0,euclidean,382.2066847828664
9,distance,brute,70,2.5,euclidean,381.6965534266674
10,distance,ball_tree,70,1.0,euclidean,394.36795207817954
6,distance,ball_tree,30,3.5,l1,341.6332125581127
6,uniform,kd_tree,40,1.5,l2,372.713324039653
6,uniform,ball_tree,30,4.5,cityblock,355.9651425030979
10,distance,ball_tree,90,4.0,l1,367.212126963448
6,uniform,ball_tree,20,1.5,l2,372.3841728624536
4,uniform,brute,50,1.0,euclidean,346.0643401486989
5,uniform,ball_tree,60,2.0,manhattan,355.6778698884757
8,distance,brute,70,1.0,manhattan,348.3674483850885
2,uniform,kd_tree,80,1.0,manhattan,373.70583643122677
10,distance,kd_tree,80,1.5,manhattan,365.84326472117556
5,distance,ball_tree,40,2.5,cityblock,345.59633873251937
4,uniform,brute,100,4.0,l1,355.2714033457249
7,distance,brute,90,1.0,l2,373.6682558266071
5,distance,kd_tree,100,1.5,l2,345.7241700794873
9,uniform,brute,90,4.5,l2,394.75799669558046
3,distance,ball_tree,10,1.0,cityblock,351.38199070631964
4,distance,brute,70,1.5,l1,343.24382311028484
3,distance,brute,80,4.0,euclidean,341.5872200874123
9,uniform,kd_tree,100,4.0,manhattan,385.63694754233796
1,uniform,ball_tree,30,3.5,manhattan,493.16526022304845
