criterion,splitter,Min_samples_split,Min_samples_leaf,Ccp_alpha,Max_depth,Min_weight_fraction_leaf,Error-
friedman_mse,random,73,2,0.0,10,0.2,143.93318551166635
poisson,best,73,37,0.0,1,0.7,187.8159486053552
poisson,best,2,10,1.0,10,0.6,112.25569794133872
poisson,random,37,10,0.1,100,0.7,109.88951496916556
absolute_error,best,10,100,0.5,10,0.1,135.3177826645434
friedman_mse,random,100,73,0.7999999999999999,1000,0.3,223.5807965142484
squared_error,best,5,37,0.7999999999999999,10,0.5,110.6784914773972
poisson,random,73,37,0.5,10,0.2,143.7752389565861
poisson,best,37,2,0.0,100,0.6,103.39034291507166
absolute_error,best,37,5,0.3,1000,0.7999999999999999,108.6307247928966
squared_error,random,2,100,0.2,1,0.8999999999999999,207.1751769787344
absolute_error,best,5,37,1.0,1000,0.0,110.35146104724606
squared_error,best,73,1,0.2,100,0.2,110.58068247572822
poisson,best,73,100,0.1,10000,1.0,136.6054888226387
absolute_error,random,100,100,1.0,100,0.4,203.55613927535208
friedman_mse,best,37,10,0.7999999999999999,10,0.6,136.40546468652175
absolute_error,best,5,5,0.4,10000,0.4,108.03327864389487
absolute_error,random,5,2,0.5,10,0.3,109.76951864810154
friedman_mse,best,37,5,0.5,1,0.6,216.1475267124451
squared_error,best,10,73,0.3,1,0.3,185.562908690957
poisson,random,100,37,1.0,1000,0.4,142.26646844564627
squared_error,random,10,100,0.2,100,1.0,206.33933750863625
squared_error,best,2,2,0.2,10000,1.0,127.07804551496878
poisson,random,10,100,1.0,1000,0.5,207.1751769787344
poisson,best,100,10,0.7,100,0.1,113.93098350051206
squared_error,best,2,5,0.7,1,0.1,185.562908690957
absolute_error,best,73,2,0.4,1,0.7999999999999999,186.85477173664464
squared_error,random,73,5,0.2,10,0.5,113.85244972309806
friedman_mse,best,100,37,0.6,1000,0.0,140.4057028963388
poisson,best,10,37,0.7,10,0.4,113.15243006755264
poisson,random,73,5,0.6,10,0.1,118.55739497115394
friedman_mse,random,73,10,0.0,10000,0.4,140.06093032012018
absolute_error,best,2,73,0.3,1,0.7999999999999999,186.85477173664464
poisson,random,100,1,0.3,100,0.0,122.2761628545983
absolute_error,best,73,100,0.4,100,0.0,135.3177826645434
squared_error,best,73,1,0.1,1000,0.5,110.58068247572822
absolute_error,random,37,2,0.1,10,0.7999999999999999,108.91082822594652
squared_error,random,100,1,0.4,1,1.0,207.1751769787344
poisson,random,100,10,0.4,10000,0.1,126.2531461107698
absolute_error,random,100,5,0.3,10,0.8999999999999999,124.81216092839868
squared_error,best,37,73,0.5,1,0.7,185.562908690957
poisson,best,100,5,0.4,1,0.1,187.8159486053552
squared_error,best,2,37,0.4,10000,0.1,110.6784914773972
friedman_mse,random,2,100,0.7,10,0.7999999999999999,220.89665916359837
poisson,random,5,73,0.6,10,1.0,183.9278331576899
absolute_error,best,2,100,0.1,1000,0.3,135.3177826645434
absolute_error,random,10,2,0.3,10000,0.7999999999999999,110.03747140200272
absolute_error,best,100,2,0.2,10000,1.0,112.83571437635516
squared_error,best,10,37,0.3,1000,1.0,110.6784914773972
poisson,best,100,10,0.3,1,0.0,187.8159486053552
poisson,random,100,5,0.0,10,0.0,122.2761628545983
poisson,best,100,73,0.0,1000,0.3,127.88715833559048
squared_error,best,10,10,0.2,100,0.2,111.66297462567202
squared_error,best,2,100,0.7,1,0.4,185.562908690957
squared_error,random,37,10,0.8999999999999999,1000,0.1,110.76302726348324
friedman_mse,best,100,5,0.6,100,0.3,142.25283864760203
squared_error,best,100,100,1.0,1,0.0,185.562908690957
poisson,random,37,10,1.0,100,0.3,126.94120161756253
friedman_mse,random,73,37,0.7999999999999999,10,0.7999999999999999,157.85873556915294
poisson,best,37,1,0.8999999999999999,10000,0.0,110.8726873073204
squared_error,best,2,10,0.8999999999999999,10,0.6,111.66297462567202
absolute_error,best,37,37,0.2,1,0.0,186.85477173664464
friedman_mse,random,37,37,0.4,1,0.1,240.7332261333128
squared_error,best,73,10,0.6,10,0.7999999999999999,110.58068247572822
absolute_error,random,37,10,0.6,10000,0.7999999999999999,112.16531287910956
friedman_mse,best,2,73,0.8999999999999999,100,0.0,138.30114484980913
friedman_mse,random,2,73,0.7999999999999999,100,0.0,223.5807965142484
poisson,random,37,37,1.0,10000,0.1,143.97852975887056
squared_error,random,37,10,0.7999999999999999,10,0.5,110.76302726348324
friedman_mse,random,5,1,0.3,10,0.3,151.5153104218089
squared_error,best,5,5,0.4,1000,0.7999999999999999,122.98248408926474
squared_error,random,73,73,0.3,10000,0.5,184.1222518206824
poisson,best,2,5,0.4,1000,0.8999999999999999,104.1896186267332
absolute_error,best,100,5,0.6,10,0.7999999999999999,112.83571437635516
absolute_error,best,10,73,0.3,100,0.1,124.2246711523801
absolute_error,random,10,10,0.4,10,0.7999999999999999,117.63707020989516
poisson,best,37,100,0.0,1000,0.4,136.6054888226387
poisson,random,100,73,0.1,1,0.3,207.1751769787344
absolute_error,random,73,73,0.7,10,0.3,181.37336090011937
poisson,random,73,5,0.8999999999999999,100,0.6,120.72305981127032
squared_error,random,73,37,0.0,100,0.0,142.66464405724727
squared_error,random,2,1,0.8999999999999999,10000,0.1,135.42827825451835
poisson,random,100,1,0.3,100,0.4,122.2761628545983
absolute_error,random,10,73,0.5,10,0.3,181.37336090011937
absolute_error,best,10,37,0.6,100,0.0,110.79736302167916
squared_error,best,100,10,0.6,10000,0.7999999999999999,121.61091885832002
absolute_error,random,100,5,0.2,1,0.2,204.47429716574345
squared_error,random,10,2,0.4,1000,0.7999999999999999,113.37773133901324
poisson,best,100,5,0.3,10,0.0,113.93098350051206
friedman_mse,random,73,73,0.8999999999999999,1000,0.8999999999999999,223.5807965142484
squared_error,best,100,2,0.5,10000,0.5,121.61091885832002
poisson,best,100,73,0.7,10,0.2,127.88715833559048
friedman_mse,random,73,73,0.7999999999999999,1000,0.1,223.5807965142484
poisson,random,10,10,0.7,1,0.5,207.1751769787344
friedman_mse,random,2,10,1.0,1000,0.2,146.25004314975808
absolute_error,random,5,10,0.7999999999999999,10000,0.1,121.10004682755392
absolute_error,random,100,5,0.2,100,0.0,124.81216092839868
friedman_mse,best,5,10,0.7,1000,0.3,136.8648451194006
squared_error,random,37,10,0.5,10000,0.2,110.76302726348324
poisson,best,37,37,0.1,10,0.4,111.79372220421016
friedman_mse,random,5,73,0.6,100,0.7,223.5807965142484
friedman_mse,random,10,73,0.6,1,0.6,240.7332261333128
poisson,random,2,2,0.3,1,0.8999999999999999,207.1751769787344
absolute_error,random,10,1,0.7999999999999999,1,0.0,204.47429716574345
poisson,random,5,10,1.0,10000,0.5,133.00543675525128
poisson,best,5,1,0.6,100,0.3,110.29029702634888
poisson,best,100,37,0.4,1000,0.3,113.90365450162612
absolute_error,best,37,100,0.7,10,0.7999999999999999,135.3177826645434
poisson,random,2,1,0.7999999999999999,1,0.2,207.1751769787344
poisson,best,73,73,1.0,100,0.1,127.88715833559048
squared_error,best,73,1,0.4,1000,0.8999999999999999,110.58068247572822
friedman_mse,best,100,73,0.7,1000,0.8999999999999999,138.30114484980913
squared_error,best,73,37,1.0,10,0.6,110.6784914773972
friedman_mse,best,100,37,0.8999999999999999,10000,0.7999999999999999,140.4057028963388
friedman_mse,best,2,10,0.2,10,0.8999999999999999,136.51721354963547
friedman_mse,random,37,1,0.4,100,0.4,159.50807824418243
friedman_mse,best,100,1,0.0,10000,0.1,142.25283864760203
poisson,random,5,10,0.7999999999999999,10,0.7,129.86802196426288
poisson,random,2,2,0.0,10000,0.7,120.63190111748392
absolute_error,random,5,73,0.7,100,0.6,181.37336090011937
absolute_error,random,2,37,0.7,100,0.5,161.08457488185874
poisson,best,5,1,0.7,10,0.7999999999999999,110.29029702634892
absolute_error,random,5,100,0.1,1000,0.7,202.16438209461876
absolute_error,best,37,73,0.7999999999999999,100,0.7,124.2246711523801
friedman_mse,best,37,73,0.8999999999999999,1000,0.8999999999999999,138.30114484980913
squared_error,random,2,100,0.1,10,0.2,206.33933750863625
squared_error,best,10,10,0.0,100,0.8999999999999999,111.66297462567202
squared_error,random,10,5,0.7999999999999999,10,0.6,102.95985902175244
poisson,best,37,1,1.0,100,0.6,112.25569794133872
absolute_error,random,100,100,0.5,1,0.6,204.47429716574345
friedman_mse,best,10,10,0.4,1,0.4,216.1475267124451
absolute_error,random,5,5,0.6,1000,0.6,109.72581447578624
friedman_mse,best,5,2,0.4,10000,0.6,164.29431851944256
squared_error,random,73,1,0.2,10,0.2,113.85244972309806
friedman_mse,random,2,10,0.2,100,0.7999999999999999,146.25004314975808
squared_error,best,100,5,0.4,10000,0.4,121.61091885832002
poisson,best,2,5,1.0,10000,1.0,112.25569794133872
absolute_error,best,37,10,0.5,1,0.0,186.85477173664464
poisson,best,37,100,0.0,1,0.5,187.8159486053552
poisson,random,5,10,0.7,10000,1.0,127.25488515603384
poisson,best,5,100,0.5,10,0.4,136.6054888226387
poisson,random,2,37,0.6,1,0.5,207.1751769787344
friedman_mse,random,10,5,0.0,1000,0.3,150.34787290664528
poisson,best,73,10,0.7,100,0.5,113.34859321954052
absolute_error,random,2,5,1.0,1000,0.7999999999999999,116.9253886885549
absolute_error,best,37,2,0.4,1,0.7999999999999999,186.85477173664464
poisson,best,5,73,0.3,10000,0.1,127.88715833559048
absolute_error,best,73,73,0.4,1000,1.0,124.2246711523801
poisson,best,73,2,0.0,1000,0.0,111.891562058266
friedman_mse,best,2,10,0.7,10,0.0,136.51721354963547
friedman_mse,best,5,100,0.7,1000,0.7999999999999999,141.64289029940957
absolute_error,random,100,10,0.6,10000,0.8999999999999999,126.84612473593496
poisson,best,10,1,0.5,10000,0.0,108.7793623682212
friedman_mse,best,100,37,1.0,1000,0.7,140.4057028963388
friedman_mse,best,73,5,0.7,100,0.7999999999999999,138.96454770263708
friedman_mse,best,10,73,0.1,10,0.7999999999999999,138.30114484980913
absolute_error,best,37,1,0.4,1000,0.4,107.5354949714172
squared_error,best,10,73,0.3,10,0.7,125.04609969490066
absolute_error,random,10,5,0.1,10000,0.0,112.15767749406685
friedman_mse,random,5,2,0.1,10,0.8999999999999999,173.8672119692089
squared_error,best,37,37,0.4,10000,0.2,110.6784914773972
friedman_mse,best,10,5,0.5,10,0.1,146.10042834340277
poisson,best,73,2,1.0,1000,0.4,115.31399413453032
poisson,random,2,10,0.2,10000,0.4,115.87127771494892
poisson,best,10,1,0.3,100,1.0,103.97340577469454
poisson,random,2,2,0.7999999999999999,10,0.0,121.25517297420858
friedman_mse,best,100,2,0.6,100,0.1,142.25283864760203
squared_error,random,5,37,0.5,1000,0.6,142.66464405724727
friedman_mse,random,37,37,0.5,1,0.5,240.7332261333128
absolute_error,random,73,10,0.8999999999999999,10,0.5,120.37660700193275
friedman_mse,random,37,5,0.8999999999999999,10000,0.1,148.6937081927353
absolute_error,best,2,73,0.0,10,0.4,124.2246711523801
absolute_error,best,5,1,0.3,1000,0.6,115.7666493437866
friedman_mse,random,37,100,1.0,10000,0.4,220.89665916359837
friedman_mse,best,73,10,0.0,10000,0.6,139.27799111608996
poisson,random,37,2,0.4,100,0.7999999999999999,110.82037711467925
absolute_error,best,73,100,0.1,1,0.2,186.85477173664464
poisson,random,10,73,0.6,1,0.4,207.1751769787344
friedman_mse,best,10,37,0.3,10000,0.1,133.2353054907262
poisson,best,73,10,0.3,100,0.8999999999999999,111.891562058266
poisson,random,37,73,0.3,1,0.2,207.1751769787344
friedman_mse,random,2,100,0.2,10000,0.0,220.89665916359837
friedman_mse,random,2,2,0.5,100,0.4,179.1241152865567
poisson,random,10,100,0.4,100,0.7999999999999999,207.1751769787344
absolute_error,random,2,2,0.7,100,0.0,107.10976035464272
poisson,best,2,100,1.0,1000,0.8999999999999999,136.6054888226387
poisson,best,5,37,1.0,10,0.7999999999999999,115.31399413453032
squared_error,best,10,1,0.7999999999999999,1000,0.0,123.22594052362592
absolute_error,best,37,37,0.0,1,0.7999999999999999,186.85477173664464
friedman_mse,random,100,1,0.7999999999999999,10000,0.5,143.09741740710118
absolute_error,random,2,100,0.6,10,0.2,203.55613927535208
