N_neighbours,weights,algorithm,Leaf_size,P,metric,Error-
10,uniform,ball_tree,40,3.5,l2,0.7682790307359868
2,uniform,kd_tree,20,3.0,manhattan,0.9262944795437891
6,uniform,kd_tree,60,1.0,l1,0.8050033014228172
8,uniform,ball_tree,80,4.5,cityblock,0.7874462709693315
5,distance,ball_tree,30,3.0,l1,0.8165471381813876
5,uniform,brute,30,4.0,euclidean,0.807474931044777
5,uniform,brute,60,3.0,euclidean,0.807474931044777
5,uniform,kd_tree,10,1.0,manhattan,0.831333196500009
7,distance,brute,70,4.0,l1,0.7843624195644172
5,distance,brute,50,4.0,l2,0.7955154430544252
8,uniform,kd_tree,60,4.5,manhattan,0.7874462709693315
4,distance,ball_tree,100,1.0,cityblock,0.8251960271775708
7,uniform,brute,30,3.0,manhattan,0.7967604796460765
9,distance,brute,60,3.5,manhattan,0.7716182711473302
3,distance,kd_tree,20,3.0,cityblock,0.8457257135001518
1,uniform,ball_tree,100,4.0,l2,1.1428350843130677
6,distance,brute,30,2.5,cityblock,0.7931435366490779
3,distance,ball_tree,20,3.0,l2,0.8285500620021184
9,distance,brute,100,4.0,euclidean,0.7583829489756369
1,distance,brute,90,2.5,l1,1.1059440389484074
6,uniform,kd_tree,10,2.0,euclidean,0.7902750116426641
2,distance,ball_tree,10,2.0,l1,0.9236706945198154
3,uniform,kd_tree,90,4.0,cityblock,0.848326623634974
8,uniform,kd_tree,50,1.5,l2,0.764973242481726
9,distance,brute,50,3.0,l1,0.7716182711473302
1,distance,brute,100,3.0,l1,1.1059440389484074
8,distance,brute,70,3.0,manhattan,0.7736052044196927
3,distance,kd_tree,70,3.5,euclidean,0.8285500620021184
8,distance,brute,30,2.0,l2,0.7563705728029024
6,distance,kd_tree,20,1.0,l2,0.7780415758865323
9,distance,kd_tree,80,3.0,manhattan,0.7716182711473302
9,uniform,kd_tree,40,2.0,l2,0.7678561929630945
10,distance,ball_tree,90,2.0,l2,0.757602214237935
2,uniform,kd_tree,10,2.0,euclidean,0.8786922176340021
1,uniform,brute,50,2.0,euclidean,1.1428350843130677
2,distance,ball_tree,10,4.0,l2,0.8789281342648833
6,distance,kd_tree,80,3.5,manhattan,0.7931435366490779
9,distance,kd_tree,60,4.5,l1,0.7716182711473302
3,uniform,ball_tree,60,1.0,manhattan,0.848326623634974
10,distance,kd_tree,70,3.5,cityblock,0.7797446211465529
2,uniform,kd_tree,90,4.0,l1,0.9262944795437891
3,distance,kd_tree,70,1.5,euclidean,0.8285500620021184
10,distance,kd_tree,60,3.5,cityblock,0.7797446211465529
3,uniform,kd_tree,60,1.0,cityblock,0.848326623634974
10,uniform,ball_tree,50,2.5,euclidean,0.7682790307359868
10,uniform,brute,40,1.5,l2,0.7682790307359868
3,uniform,kd_tree,100,1.5,l2,0.8334452149361451
9,distance,ball_tree,60,4.5,euclidean,0.7583829489756369
1,distance,kd_tree,40,1.0,cityblock,1.1059440389484074
2,distance,ball_tree,10,3.0,manhattan,0.9236706945198154
10,distance,brute,30,2.5,cityblock,0.7797446211465529
5,uniform,ball_tree,90,4.0,l2,0.807474931044777
2,uniform,kd_tree,100,2.0,cityblock,0.9262944795437891
10,uniform,kd_tree,60,1.5,l1,0.7952503886382442
4,distance,brute,10,4.0,cityblock,0.8251960271775708
