N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
140,log2,170,15,12,False,510.91553473402524
354,sqrt,91,43,6,True,977.7462223466409
564,sqrt,196,24,5,False,636.8747198758241
184,,264,31,6,False,346.29498377499885
102,sqrt,289,43,10,True,1012.8141602355573
157,,254,20,4,False,328.43441348085554
474,log2,194,34,2,True,866.1529321382627
785,,86,29,8,True,433.564016231099
119,sqrt,65,3,11,True,386.1664540627603
786,log2,146,46,3,False,862.3699492123187
514,sqrt,67,8,4,False,425.21395769883173
198,sqrt,161,33,16,False,746.5665030682544
758,sqrt,9,5,11,True,408.65656572867175
272,log2,265,25,10,True,730.4190345422229
259,log2,120,37,7,True,903.9115058520675
47,log2,217,26,10,True,717.3717704593967
319,sqrt,26,2,13,True,367.78618106080745
505,sqrt,229,22,12,False,609.586754382594
84,,287,24,11,False,329.60520046486573
132,,54,22,7,False,329.3556407859216
229,log2,225,47,8,True,1033.2510894577224
373,log2,229,38,19,True,924.244505350275
60,sqrt,81,29,14,True,782.7135832582701
310,sqrt,129,35,5,True,897.5143197548846
318,sqrt,64,13,11,True,589.5306520284266
383,log2,39,13,15,False,495.91598516821483
327,log2,273,21,16,True,707.4516931155663
193,sqrt,175,32,17,False,740.9037618448608
471,log2,98,48,19,True,1026.2718712910246
604,,121,45,4,False,488.19334161786486
110,log2,139,38,19,True,957.4650637139539
308,sqrt,81,25,4,True,738.5007476759547
606,,162,12,4,True,301.04059787857557
651,,117,23,12,False,330.66656269119466
533,,65,2,20,False,270.6936947285045
16,sqrt,111,25,17,True,749.2495539120387
6,,252,23,18,False,330.6665626911908
357,sqrt,207,3,14,True,383.79785292475043
282,log2,264,44,6,False,843.52677811215
142,,167,45,9,False,488.1933416178673
379,log2,86,39,4,True,938.7574549409101
746,,257,7,14,True,274.27241613292375
331,sqrt,61,16,7,False,525.1734691357253
728,,84,45,12,False,488.1933416178631
11,,37,30,16,True,471.6055637618698
173,log2,43,42,18,False,845.0877123567443
108,,145,19,15,False,331.8465343450807
314,sqrt,167,24,12,True,732.890161885765
363,,163,39,6,False,382.58239351730776
168,,208,48,18,False,498.4674705276052
393,log2,68,21,20,True,709.7259432502792
451,,63,23,18,True,333.5633343722458
760,sqrt,184,9,19,False,442.08685000943103
294,,121,43,4,False,488.19334161787015
158,log2,49,46,13,False,918.8093003295969
282,sqrt,159,12,15,True,537.13142290568
676,,113,30,19,False,334.3615322279222
768,,116,6,11,True,266.49963537296884
722,log2,48,41,17,True,946.6781297103201
117,log2,41,14,16,True,634.0561242120082
735,sqrt,264,11,18,True,524.5050499095735
443,,168,3,8,True,226.66339096328608
8,log2,184,42,5,False,929.9675235888692
779,log2,155,20,3,True,679.1340051379101
473,log2,85,16,12,True,605.8738481858502
787,log2,164,29,2,True,823.5552300224992
49,sqrt,8,39,5,True,905.0165227011987
361,sqrt,222,23,2,True,730.1605906487777
571,log2,222,12,14,False,478.18804212118584
106,log2,285,6,16,True,452.39743029915286
188,,271,14,6,False,322.55719414854144
797,sqrt,135,48,17,True,1031.2240258800364
499,,99,25,13,False,343.36008967359345
135,sqrt,280,7,8,True,467.474338956479
244,log2,27,41,10,True,944.996081993701
195,log2,251,38,3,True,921.0137455532612
455,,47,24,20,True,346.5796011731605
473,sqrt,19,35,15,True,879.1833620973272
729,sqrt,247,15,8,True,584.7880278936321
215,log2,9,14,13,True,632.0879679559453
254,,154,38,20,False,382.5823935173081
325,,53,49,3,False,498.4674705276054
532,,186,28,8,False,341.3504056716899
213,log2,84,49,15,False,921.0281438033774
263,,183,38,20,False,382.58239351730856
223,sqrt,159,6,15,False,389.11761455699957
722,log2,169,8,4,False,425.0658336345063
394,log2,147,49,4,True,1049.344246433655
339,sqrt,235,19,4,False,569.8217116884292
346,sqrt,241,22,15,True,713.2636259021839
399,,34,1,11,True,227.95135980382318
372,,243,20,17,True,320.7686435080993
535,log2,242,25,10,False,651.7586099383484
447,sqrt,168,49,9,False,913.5239475837736
745,log2,102,13,8,True,564.4940181884244
299,,98,38,12,False,382.58239351730833
110,,15,19,18,False,331.8465343450808
750,,181,33,9,False,354.0578729274937
775,sqrt,278,26,17,True,764.0055177292866
642,log2,186,5,18,False,393.563564200718
321,sqrt,186,17,3,False,559.1159237823921
383,log2,156,35,13,False,755.9058909310282
626,,77,18,3,True,317.2030403872999
221,log2,175,1,9,True,336.416865604108
613,log2,281,34,13,False,748.2184750312413
644,log2,8,45,14,False,841.394922392491
466,log2,44,47,3,True,1019.8099633206741
391,sqrt,111,11,5,True,518.7777645293216
737,sqrt,139,16,16,False,529.0032462262424
177,sqrt,192,35,4,True,915.9272740307408
669,,286,4,12,True,244.00987940056308
147,,205,33,8,False,354.05787292749517
791,log2,,22,13,False,617.7455972883379
278,log2,211,23,5,True,717.5030566840571
665,log2,128,43,17,False,821.6073980408228
296,sqrt,218,40,7,False,773.148541808348
322,,85,32,10,True,474.24652054608475
102,,7,5,2,True,289.1079541282694
277,sqrt,51,24,16,True,724.9906266441241
232,sqrt,203,7,8,False,422.17472144189
171,,191,1,18,False,268.1428883654369
659,,191,4,4,False,248.98883510355898
758,,297,14,7,True,307.96912166565056
758,sqrt,16,18,6,True,639.3854230780993
157,log2,122,12,14,True,560.6977964118323
128,log2,160,16,9,True,633.4749793920944
371,,25,45,7,False,488.193341617869
