Alpha,L1_ratio,fit_intercept,Max_iter,selection,warm_start,Tol,Error-
9.1,0.81,False,4723,random,False,5.1768707795314976e-08,4577.240898485308
2.5,0.99,True,696,cyclic,False,5.224313556165898e-07,4876.949560609056
8.6,0.56,False,1422,random,True,3.520266722065008e-07,4543.453543375319
5.5,0.77,True,4081,random,False,9.869627770479823e-07,4528.313407720034
4.1000000000000005,0.04,False,2147,random,False,8.303000222724885e-07,4543.003418821552
4.3,0.92,True,3395,cyclic,False,9.989528891593417e-07,4704.3329050056545
5.800000000000001,0.1,True,1580,random,False,3.6454933307852126e-07,4432.157262098464
2.5,0.73,False,2679,random,True,6.669136712503153e-08,4648.401393603772
6.9,0.56,True,2839,random,True,4.138867617637323e-08,4452.04198801301
4.800000000000001,0.48,True,1526,random,False,3.4828219583651864e-07,4463.7856733591225
7.7,0.66,True,4640,random,True,5.071384117625687e-07,4460.528133865312
7.5,0.03,True,4758,cyclic,True,3.803217049822118e-07,4424.00968509024
9.600000000000001,0.37,False,1052,random,False,5.030146706509994e-07,4543.443892069423
2.7,0.12,False,2914,random,True,2.8940128668403447e-07,4560.415276952082
1.2000000000000002,0.1,False,3125,random,False,3.102613101944838e-08,4609.86578995526
7.4,0.15,True,1278,random,True,7.209921449940546e-07,4427.396350197701
1.9000000000000001,0.45,True,3104,random,True,4.1877169957279704e-07,4552.964490867858
1.6,0.5,True,2971,cyclic,True,9.939045704274499e-07,4588.950449120778
4.800000000000001,0.62,False,3340,random,True,9.939265744114962e-07,4574.470841806651
3.6,0.06,True,3641,random,True,1.3387517995662764e-07,4446.86838736239
1.0,0.41000000000000003,True,1921,cyclic,True,1.6398916044001863e-07,4632.003507102459
9.3,0.9500000000000001,True,667,random,True,6.531404848432875e-07,4663.428762324274
1.9000000000000001,0.17,False,1491,cyclic,False,7.336859295747656e-07,4583.745296725354
5.7,0.81,False,4879,cyclic,True,1.0212869475964975e-08,4609.398532769063
1.9000000000000001,0.05,False,715,random,False,6.057042961348929e-07,4575.397728232773
3.7,0.5700000000000001,True,1284,random,False,8.616930647391343e-07,4502.519684564676
1.0,0.25,True,4604,cyclic,False,8.479032078811035e-08,4598.060043047855
2.6,0.87,False,2712,cyclic,False,3.770807791596296e-07,4699.338792623063
9.700000000000001,0.0,True,653,random,True,9.754839481106952e-07,4418.077371254311
6.300000000000001,0.06,False,4725,cyclic,True,5.348934041599566e-07,4543.244230595253
5.6000000000000005,0.76,True,3017,random,True,1.2744979935885875e-07,4520.981539643788
3.3000000000000003,0.03,True,785,random,False,5.213215254155331e-07,4449.492325543722
8.4,0.12,False,3196,cyclic,True,7.012460261104198e-07,4548.7804975209565
8.200000000000001,0.84,False,831,cyclic,True,2.7919216159035947e-07,4595.679991142974
3.5,0.06,False,2951,random,True,4.2902215739229744e-07,4547.5273549398025
10.0,0.8200000000000001,False,3921,cyclic,True,1.9525209624726936e-07,4574.72687213486
6.6000000000000005,0.1,False,820,random,True,6.205280130611091e-07,4543.277052056347
0.8,0.19,True,1833,cyclic,False,5.414867887233421e-07,4618.760699226016
3.6,0.76,False,3627,cyclic,False,8.785313601281997e-07,4628.115320426898
6.1000000000000005,0.77,True,1939,random,True,1.6404746062718326e-07,4515.9277859563335
2.0,0.66,True,550,random,False,7.450954622490099e-07,4611.696011294505
9.8,0.25,False,4523,cyclic,False,6.635146433935864e-07,4548.521637270822
3.5,0.77,False,3809,random,True,9.877529765147305e-07,4634.020903943361
7.2,0.89,True,853,random,False,5.542739791266984e-07,4589.4598105512405
5.800000000000001,0.15,True,1311,random,False,5.905047190394501e-07,4433.730275486342
1.0,0.21,False,4711,cyclic,False,8.335507687105173e-07,4635.788442810353
2.3000000000000003,1.0,True,2886,random,True,1.53651131425923e-08,4896.177183397302
